model,class,psnr,ssim,fsim,lpips
SharpXR,Normal,30.13278439074369,0.856808602809906,0.9042719006538391,0.21414996683597565
SharpXR,Normal,32.441143867972755,0.8690547347068787,0.9109401702880859,0.2539527714252472
SharpXR,Normal,32.47541822711787,0.8714345097541809,0.9178659915924072,0.23237892985343933
SharpXR,Normal,32.99250527294704,0.8841496706008911,0.9186753630638123,0.2294786125421524
SharpXR,Normal,32.18491757908937,0.8543944358825684,0.9068166613578796,0.24337416887283325
SharpXR,Normal,33.98252615450099,0.9077182412147522,0.931199848651886,0.20647495985031128
SharpXR,Normal,33.791412353420654,0.9185448884963989,0.9283655881881714,0.19865061342716217
SharpXR,Normal,33.488128369089225,0.9195562601089478,0.9360193014144897,0.18448461592197418
SharpXR,Normal,31.74038680308768,0.8561973571777344,0.9041364192962646,0.23047256469726562
SharpXR,Normal,32.68112324328409,0.8795149326324463,0.9193264245986938,0.229839488863945
SharpXR,Normal,31.568345715689073,0.8355622887611389,0.8895298838615417,0.27829509973526
SharpXR,Normal,31.250210162111543,0.865991473197937,0.907343327999115,0.22149886190891266
SharpXR,Normal,33.446049821310964,0.8974371552467346,0.9304738640785217,0.21266606450080872
SharpXR,Normal,34.20487194793063,0.9069801568984985,0.9316552877426147,0.21114814281463623
SharpXR,Normal,32.86418831056635,0.8920539021492004,0.9251278042793274,0.21147757768630981
SharpXR,Normal,33.06752515187155,0.8936063051223755,0.9307087063789368,0.211961567401886
SharpXR,Normal,33.68220997319657,0.9036004543304443,0.9288106560707092,0.19795756042003632
SharpXR,Normal,31.857092419876132,0.8668449521064758,0.9117233157157898,0.2413807511329651
SharpXR,Normal,33.52744123347203,0.9128603339195251,0.9362421631813049,0.19889843463897705
SharpXR,Normal,33.57942417296528,0.891468346118927,0.9194188714027405,0.24582287669181824
SharpXR,Normal,33.27062822310298,0.8851348161697388,0.91696697473526,0.2397765964269638
SharpXR,Normal,31.306993210425865,0.8589019179344177,0.9044379591941833,0.23748956620693207
SharpXR,Normal,33.88454393759495,0.9210660457611084,0.9347389340400696,0.18451334536075592
SharpXR,Normal,35.29753149668252,0.932826817035675,0.9404228329658508,0.2218216061592102
SharpXR,Normal,32.19630586265805,0.8896710276603699,0.9267992377281189,0.19932135939598083
SharpXR,Normal,32.46909958199406,0.8767904043197632,0.920249342918396,0.21723899245262146
SharpXR,Normal,32.63865771838067,0.8862746357917786,0.9235321283340454,0.20459653437137604
SharpXR,Normal,33.018148972743845,0.8894975185394287,0.9225553870201111,0.22386053204536438
SharpXR,Normal,33.26636556304097,0.9021680951118469,0.9300101399421692,0.1955890655517578
SharpXR,Normal,33.98435681213344,0.9152280688285828,0.9327767491340637,0.230037659406662
SharpXR,Normal,32.133045073129935,0.8830159306526184,0.9195387363433838,0.1965588927268982
SharpXR,Normal,32.829578027171,0.8933439254760742,0.9275181293487549,0.20519204437732697
SharpXR,Normal,32.552715390319534,0.8883043527603149,0.9233643412590027,0.20516104996204376
