metric,arm1,arm2,cohens_d,sig
lpips,arm_c_nll_ssim,arm_h_kl_cyc_fb,-0.936,***
lpips,arm_c_nll_ssim,arm_p_best,0.795,***
lpips,arm_c_nll_ssim,arm_o_prelu,3.137,***
lpips,arm_c_nll_ssim,dncnn_baseline,-1.411,***
lpips,arm_c_nll_ssim,ffdnet,-0.503,***
lpips,arm_c_nll_ssim,ircnn,-0.686,***
lpips,arm_c_nll_ssim,drunet,-3.266,***
lpips,arm_c_nll_ssim,swinir,2.122,***
lpips,arm_c_nll_ssim,nafnet,-3.144,***
lpips,arm_c_nll_ssim,scunet,-3.418,***
lpips,arm_c_nll_ssim,sharpxr,-2.892,***
lpips,arm_d_nll_ssim_ffl,arm_l_nll_edge_ffl,0.381,***
lpips,arm_d_nll_ssim_ffl,arm_n_perc,1.587,***
lpips,arm_d_nll_ssim_ffl,arm_m_full_det,2.493,***
lpips,arm_d_nll_ssim_ffl,arm_e_ppvae,2.656,***
lpips,arm_d_nll_ssim_ffl,arm_f_kl_cyc,0.780,***
lpips,arm_d_nll_ssim_ffl,arm_g_kl_fb,1.618,***
lpips,arm_d_nll_ssim_ffl,arm_h_kl_cyc_fb,0.973,***
lpips,arm_d_nll_ssim_ffl,arm_p_best,2.689,***
lpips,arm_d_nll_ssim_ffl,arm_o_prelu,5.281,***
lpips,arm_d_nll_ssim_ffl,dncnn_baseline,0.544,***
lpips,arm_d_nll_ssim_ffl,ffdnet,1.339,***
lpips,arm_d_nll_ssim_ffl,ircnn,1.226,***
lpips,arm_d_nll_ssim_ffl,drunet,-1.170,***
lpips,arm_d_nll_ssim_ffl,swinir,4.065,***
lpips,arm_d_nll_ssim_ffl,nafnet,-1.216,***
lpips,arm_d_nll_ssim_ffl,scunet,-1.501,***
lpips,arm_d_nll_ssim_ffl,sharpxr,-1.010,***
lpips,arm_l_nll_edge_ffl,arm_n_perc,1.171,***
lpips,arm_l_nll_edge_ffl,arm_m_full_det,2.055,***
lpips,arm_l_nll_edge_ffl,arm_e_ppvae,2.216,***
lpips,arm_l_nll_edge_ffl,arm_f_kl_cyc,0.366,***
lpips,arm_l_nll_edge_ffl,arm_g_kl_fb,1.199,***
lpips,arm_l_nll_edge_ffl,arm_h_kl_cyc_fb,0.558,***
lpips,arm_l_nll_edge_ffl,arm_p_best,2.246,***
lpips,arm_l_nll_edge_ffl,arm_o_prelu,4.715,***
lpips,arm_l_nll_edge_ffl,dncnn_baseline,0.127,n.s.
lpips,arm_l_nll_edge_ffl,ffdnet,0.932,***
lpips,arm_l_nll_edge_ffl,ircnn,0.805,***
lpips,arm_l_nll_edge_ffl,drunet,-1.579,***
lpips,arm_l_nll_edge_ffl,swinir,3.583,***
lpips,arm_l_nll_edge_ffl,nafnet,-1.595,***
lpips,arm_l_nll_edge_ffl,scunet,-1.873,***
lpips,arm_l_nll_edge_ffl,sharpxr,-1.384,***
lpips,arm_n_perc,arm_m_full_det,0.907,***
lpips,arm_n_perc,arm_e_ppvae,1.075,***
lpips,arm_n_perc,arm_f_kl_cyc,-0.871,***
lpips,arm_n_perc,arm_g_kl_fb,0.025,n.s.
lpips,arm_n_perc,arm_h_kl_cyc_fb,-0.665,***
lpips,arm_n_perc,arm_p_best,1.102,***
lpips,arm_n_perc,arm_o_prelu,3.557,***
lpips,arm_n_perc,dncnn_baseline,-1.145,***
lpips,arm_n_perc,ffdnet,-0.232,*
lpips,arm_n_perc,ircnn,-0.410,***
lpips,arm_n_perc,drunet,-3.033,***
lpips,arm_n_perc,swinir,2.469,***
lpips,arm_n_perc,nafnet,-2.921,***
lpips,arm_n_perc,scunet,-3.202,***
lpips,arm_n_perc,sharpxr,-2.667,***
lpips,arm_m_full_det,arm_e_ppvae,0.172,n.s.
lpips,arm_m_full_det,arm_f_kl_cyc,-1.817,***
lpips,arm_m_full_det,arm_g_kl_fb,-0.885,***
lpips,arm_m_full_det,arm_h_kl_cyc_fb,-1.603,***
lpips,arm_m_full_det,arm_p_best,0.195,n.s.
lpips,arm_m_full_det,arm_o_prelu,2.562,***
lpips,arm_m_full_det,dncnn_baseline,-2.114,***
lpips,arm_m_full_det,ffdnet,-1.129,***
lpips,arm_m_full_det,ircnn,-1.345,***
lpips,arm_m_full_det,drunet,-4.108,***
lpips,arm_m_full_det,swinir,1.555,***
lpips,arm_m_full_det,nafnet,-3.898,***
lpips,arm_m_full_det,scunet,-4.177,***
lpips,arm_m_full_det,sharpxr,-3.615,***
lpips,arm_e_ppvae,arm_f_kl_cyc,-1.990,***
lpips,arm_e_ppvae,arm_g_kl_fb,-1.055,***
lpips,arm_e_ppvae,arm_h_kl_cyc_fb,-1.775,***
lpips,arm_e_ppvae,arm_p_best,0.022,n.s.
lpips,arm_e_ppvae,arm_o_prelu,2.360,***
lpips,arm_e_ppvae,dncnn_baseline,-2.290,***
lpips,arm_e_ppvae,ffdnet,-1.295,***
lpips,arm_e_ppvae,ircnn,-1.518,***
lpips,arm_e_ppvae,drunet,-4.295,***
lpips,arm_e_ppvae,swinir,1.375,***
lpips,arm_e_ppvae,nafnet,-4.069,***
lpips,arm_e_ppvae,scunet,-4.346,***
lpips,arm_e_ppvae,sharpxr,-3.782,***
lpips,arm_f_kl_cyc,arm_g_kl_fb,0.901,***
lpips,arm_f_kl_cyc,arm_h_kl_cyc_fb,0.208,n.s.
lpips,arm_f_kl_cyc,arm_p_best,2.022,***
lpips,arm_f_kl_cyc,arm_o_prelu,4.720,***
lpips,arm_f_kl_cyc,dncnn_baseline,-0.265,***
lpips,arm_f_kl_cyc,ffdnet,0.620,***
lpips,arm_f_kl_cyc,ircnn,0.473,***
lpips,arm_f_kl_cyc,drunet,-2.155,***
lpips,arm_f_kl_cyc,swinir,3.460,***
lpips,arm_f_kl_cyc,nafnet,-2.109,***
lpips,arm_f_kl_cyc,scunet,-2.404,***
lpips,arm_f_kl_cyc,sharpxr,-1.868,***
lpips,arm_g_kl_fb,arm_h_kl_cyc_fb,-0.693,***
lpips,arm_g_kl_fb,arm_p_best,1.082,***
lpips,arm_g_kl_fb,arm_o_prelu,3.548,***
lpips,arm_g_kl_fb,dncnn_baseline,-1.177,***
lpips,arm_g_kl_fb,ffdnet,-0.258,**
lpips,arm_g_kl_fb,ircnn,-0.437,***
lpips,arm_g_kl_fb,drunet,-3.076,***
lpips,arm_g_kl_fb,swinir,2.454,***
lpips,arm_g_kl_fb,nafnet,-2.959,***
lpips,arm_g_kl_fb,scunet,-3.241,***
lpips,arm_g_kl_fb,sharpxr,-2.703,***
lpips,arm_h_kl_cyc_fb,arm_p_best,1.806,***
lpips,arm_h_kl_cyc_fb,arm_o_prelu,4.451,***
lpips,arm_h_kl_cyc_fb,dncnn_baseline,-0.476,***
lpips,arm_h_kl_cyc_fb,ffdnet,0.418,***
lpips,arm_h_kl_cyc_fb,ircnn,0.263,**
lpips,arm_h_kl_cyc_fb,drunet,-2.370,***
lpips,arm_h_kl_cyc_fb,swinir,3.229,***
lpips,arm_h_kl_cyc_fb,nafnet,-2.307,***
lpips,arm_h_kl_cyc_fb,scunet,-2.598,***
lpips,arm_h_kl_cyc_fb,sharpxr,-2.061,***
lpips,arm_p_best,arm_o_prelu,2.349,***
lpips,arm_p_best,dncnn_baseline,-2.325,***
lpips,arm_p_best,ffdnet,-1.322,***
lpips,arm_p_best,ircnn,-1.548,***
lpips,arm_p_best,drunet,-4.344,***
lpips,arm_p_best,swinir,1.359,***
lpips,arm_p_best,nafnet,-4.111,***
lpips,arm_p_best,scunet,-4.390,***
lpips,arm_p_best,sharpxr,-3.822,***
lpips,arm_o_prelu,dncnn_baseline,-5.155,***
lpips,arm_o_prelu,ffdnet,-3.760,***
lpips,arm_o_prelu,ircnn,-4.161,***
lpips,arm_o_prelu,drunet,-7.912,***
lpips,arm_o_prelu,swinir,-0.865,***
lpips,arm_o_prelu,nafnet,-7.146,***
lpips,arm_o_prelu,scunet,-7.437,***
lpips,arm_o_prelu,sharpxr,-6.694,***
lpips,dncnn_baseline,ffdnet,0.885,***
lpips,dncnn_baseline,ircnn,0.746,***
lpips,dncnn_baseline,drunet,-1.918,***
lpips,dncnn_baseline,swinir,3.806,***
lpips,dncnn_baseline,nafnet,-1.889,***
lpips,dncnn_baseline,scunet,-2.191,***
lpips,dncnn_baseline,sharpxr,-1.647,***
lpips,ffdnet,ircnn,-0.166,n.s.
lpips,ffdnet,drunet,-2.719,***
lpips,ffdnet,swinir,2.674,***
lpips,ffdnet,nafnet,-2.638,***
lpips,ffdnet,scunet,-2.917,***
lpips,ffdnet,sharpxr,-2.396,***
lpips,ircnn,drunet,-2.666,***
lpips,ircnn,swinir,2.967,***
lpips,ircnn,nafnet,-2.576,***
lpips,ircnn,scunet,-2.867,***
lpips,ircnn,sharpxr,-2.323,***
lpips,drunet,swinir,6.028,***
lpips,drunet,nafnet,-0.162,n.s.
lpips,drunet,scunet,-0.500,***
lpips,drunet,sharpxr,0.047,n.s.
lpips,swinir,nafnet,-5.619,***
lpips,swinir,scunet,-5.895,***
lpips,swinir,sharpxr,-5.277,***
lpips,nafnet,scunet,-0.309,***
lpips,nafnet,sharpxr,0.187,n.s.
lpips,scunet,sharpxr,0.487,***
