arm,noise_level,psnr
dncnn_baseline,high,31.0294
dncnn_baseline,high,30.3693
dncnn_baseline,high,31.5627
dncnn_baseline,high,31.5232
dncnn_baseline,high,31.8826
dncnn_baseline,high,31.4926
dncnn_baseline,high,29.8608
dncnn_baseline,high,32.7321
dncnn_baseline,high,32.0417
dncnn_baseline,high,30.4591
dncnn_baseline,high,30.4847
dncnn_baseline,high,29.6088
dncnn_baseline,high,31.9317
dncnn_baseline,high,30.951
dncnn_baseline,high,31.2614
dncnn_baseline,high,31.087
dncnn_baseline,high,32.7277
dncnn_baseline,high,31.1232
dncnn_baseline,high,31.2026
dncnn_baseline,high,30.4589
dncnn_baseline,high,29.5608
dncnn_baseline,high,30.7934
dncnn_baseline,high,31.8059
dncnn_baseline,high,29.4414
dncnn_baseline,high,32.48
dncnn_baseline,high,31.4208
dncnn_baseline,high,32.2723
dncnn_baseline,high,31.7679
dncnn_baseline,high,31.6939
dncnn_baseline,high,30.833
dncnn_baseline,high,31.4881
dncnn_baseline,high,30.6531
dncnn_baseline,high,31.1339
dncnn_baseline,high,31.3958
dncnn_baseline,high,31.465
dncnn_baseline,high,32.0942
dncnn_baseline,high,32.9097
dncnn_baseline,high,32.6994
dncnn_baseline,high,32.2935
dncnn_baseline,high,30.074
dncnn_baseline,high,32.1028
dncnn_baseline,high,32.6493
dncnn_baseline,high,32.0539
dncnn_baseline,high,30.6608
dncnn_baseline,high,31.4524
dncnn_baseline,high,30.8974
dncnn_baseline,high,30.3785
dncnn_baseline,high,32.6793
dncnn_baseline,high,30.1096
dncnn_baseline,high,31.3934
dncnn_baseline,high,30.8709
dncnn_baseline,high,29.9708
dncnn_baseline,high,31.8553
dncnn_baseline,high,31.9342
dncnn_baseline,high,31.4792
dncnn_baseline,high,31.5518
dncnn_baseline,high,31.2966
dncnn_baseline,high,32.3443
dncnn_baseline,high,32.1774
dncnn_baseline,high,30.1753
dncnn_baseline,high,30.9286
dncnn_baseline,high,29.9482
dncnn_baseline,high,31.1195
dncnn_baseline,high,32.0493
dncnn_baseline,high,30.7829
dncnn_baseline,high,31.938
dncnn_baseline,high,29.4373
dncnn_baseline,high,31.8909
dncnn_baseline,high,31.9859
dncnn_baseline,high,32.4162
dncnn_baseline,high,31.0227
dncnn_baseline,high,30.9944
dncnn_baseline,high,30.4503
dncnn_baseline,high,32.2408
dncnn_baseline,high,31.0508
dncnn_baseline,high,31.9821
dncnn_baseline,high,31.3645
dncnn_baseline,high,31.6394
dncnn_baseline,high,30.9124
dncnn_baseline,high,32.1404
dncnn_baseline,high,31.0783
dncnn_baseline,high,30.5609
dncnn_baseline,high,30.9926
dncnn_baseline,high,29.5666
dncnn_baseline,high,30.7491
dncnn_baseline,high,29.5868
dncnn_baseline,high,30.7367
dncnn_baseline,high,30.5548
dncnn_baseline,high,31.0201
dncnn_baseline,high,31.4841
dncnn_baseline,high,32.1437
dncnn_baseline,high,30.9271
dncnn_baseline,high,30.115
dncnn_baseline,high,31.1673
dncnn_baseline,high,30.7642
dncnn_baseline,high,31.0484
dncnn_baseline,high,32.1502
dncnn_baseline,high,31.0884
dncnn_baseline,high,30.6803
dncnn_baseline,high,31.0295
dncnn_baseline,high,31.399
dncnn_baseline,high,30.8556
dncnn_baseline,high,30.4441
dncnn_baseline,high,30.8225
dncnn_baseline,high,30.7737
dncnn_baseline,high,29.8527
dncnn_baseline,high,31.9309
dncnn_baseline,high,30.82
dncnn_baseline,high,31.8982
dncnn_baseline,high,31.7301
dncnn_baseline,high,30.5471
dncnn_baseline,high,29.9456
dncnn_baseline,high,30.5529
dncnn_baseline,high,30.0881
dncnn_baseline,high,30.6012
dncnn_baseline,high,31.7793
dncnn_baseline,high,30.4851
dncnn_baseline,high,29.8831
dncnn_baseline,high,31.972
dncnn_baseline,high,29.7279
dncnn_baseline,high,28.5431
dncnn_baseline,high,30.4638
dncnn_baseline,high,32.1843
dncnn_baseline,high,30.0809
dncnn_baseline,high,29.9699
dncnn_baseline,high,31.5071
dncnn_baseline,high,31.4263
dncnn_baseline,high,29.8494
dncnn_baseline,high,30.1318
dncnn_baseline,high,31.6041
dncnn_baseline,high,31.229
dncnn_baseline,high,31.0489
dncnn_baseline,high,31.6859
dncnn_baseline,high,31.9662
dncnn_baseline,high,32.1188
dncnn_baseline,high,31.9888
dncnn_baseline,high,32.0162
dncnn_baseline,high,31.4367
dncnn_baseline,high,31.4291
dncnn_baseline,high,30.0717
dncnn_baseline,high,30.9329
dncnn_baseline,high,30.8478
dncnn_baseline,high,30.9498
dncnn_baseline,high,30.6514
dncnn_baseline,high,29.5274
dncnn_baseline,high,30.4953
dncnn_baseline,high,32.1523
dncnn_baseline,high,30.4237
dncnn_baseline,high,31.849
dncnn_baseline,high,30.7867
dncnn_baseline,high,30.9239
dncnn_baseline,high,30.3216
dncnn_baseline,high,32.0111
dncnn_baseline,high,33.2674
dncnn_baseline,high,30.0999
dncnn_baseline,high,30.2257
dncnn_baseline,high,32.0219
dncnn_baseline,high,31.4008
dncnn_baseline,high,30.2446
dncnn_baseline,high,33.221
dncnn_baseline,high,33.0174
dncnn_baseline,high,31.1493
dncnn_baseline,high,31.158
dncnn_baseline,high,31.6307
dncnn_baseline,high,30.5481
dncnn_baseline,high,30.2045
dncnn_baseline,high,30.8889
dncnn_baseline,high,31.3401
dncnn_baseline,high,30.2336
dncnn_baseline,high,32.008
dncnn_baseline,high,32.1091
dncnn_baseline,high,30.3949
dncnn_baseline,high,31.0461
dncnn_baseline,high,30.8606
dncnn_baseline,high,30.7897
dncnn_baseline,high,31.2693
dncnn_baseline,high,30.384
dncnn_baseline,high,30.8051
dncnn_baseline,high,30.3895
dncnn_baseline,high,31.2827
dncnn_baseline,high,30.471
dncnn_baseline,high,31.5026
dncnn_baseline,high,30.3844
dncnn_baseline,high,31.1397
dncnn_baseline,high,32.1277
dncnn_baseline,high,31.1953
dncnn_baseline,high,30.7802
dncnn_baseline,high,30.5697
dncnn_baseline,high,31.7911
dncnn_baseline,high,30.768
dncnn_baseline,high,30.7206
dncnn_baseline,high,30.4649
dncnn_baseline,high,30.8615
dncnn_baseline,high,31.394
dncnn_baseline,high,32.195
dncnn_baseline,high,31.9777
dncnn_baseline,high,31.3211
dncnn_baseline,high,32.0595
dncnn_baseline,high,30.611
dncnn_baseline,high,28.7412
dncnn_baseline,high,30.716
dncnn_baseline,high,30.1806
dncnn_baseline,high,29.9913
dncnn_baseline,high,32.4085
dncnn_baseline,high,31.9878
dncnn_baseline,high,31.5863
dncnn_baseline,high,31.2651
dncnn_baseline,high,31.0528
dncnn_baseline,high,30.1099
dncnn_baseline,high,30.3216
dncnn_baseline,high,30.4994
dncnn_baseline,high,31.2884
dncnn_baseline,high,30.4643
dncnn_baseline,high,30.8976
dncnn_baseline,high,30.7633
dncnn_baseline,high,32.2233
dncnn_baseline,high,31.531
dncnn_baseline,high,31.6294
dncnn_baseline,high,32.1692
dncnn_baseline,high,31.4452
dncnn_baseline,high,31.9592
dncnn_baseline,high,30.1978
dncnn_baseline,high,29.7762
dncnn_baseline,high,30.9239
dncnn_baseline,high,31.8314
dncnn_baseline,high,31.5719
dncnn_baseline,high,31.5175
dncnn_baseline,high,31.1611
dncnn_baseline,high,30.7768
dncnn_baseline,high,30.7789
dncnn_baseline,high,30.4188
dncnn_baseline,high,32.8416
dncnn_baseline,high,31.1494
dncnn_baseline,high,31.9121
arm_q_charb,low,36.3999
arm_q_charb,low,34.7453
arm_q_charb,low,35.7348
arm_q_charb,low,36.8727
arm_q_charb,low,35.5421
arm_q_charb,low,36.7937
arm_q_charb,low,36.5467
arm_q_charb,low,36.7043
arm_q_charb,low,35.2131
arm_q_charb,low,35.1857
arm_q_charb,low,35.9801
arm_q_charb,low,35.6811
arm_q_charb,low,36.0104
arm_q_charb,low,37.1735
arm_q_charb,low,36.762
arm_q_charb,low,35.3622
arm_q_charb,low,37.0455
arm_q_charb,low,36.0622
arm_q_charb,low,35.8687
arm_q_charb,low,36.711
arm_q_charb,low,37.8403
arm_q_charb,low,36.3728
arm_q_charb,low,36.3635
arm_q_charb,low,34.5281
arm_q_charb,low,35.5634
arm_q_charb,low,36.3925
arm_q_charb,low,34.7798
arm_q_charb,low,34.8448
arm_q_charb,low,36.8636
arm_q_charb,low,35.8993
arm_q_charb,low,34.7812
arm_q_charb,low,36.0694
arm_q_charb,low,34.9993
arm_q_charb,low,34.4001
arm_q_charb,low,34.7907
arm_q_charb,low,36.4306
arm_q_charb,low,37.2563
arm_q_charb,low,37.2466
arm_q_charb,low,35.8805
arm_q_charb,low,34.2072
arm_q_charb,low,36.0597
arm_q_charb,low,36.7738
arm_q_charb,low,34.0919
arm_q_charb,low,35.838
arm_q_charb,low,35.9416
arm_q_charb,low,35.0863
arm_q_charb,low,37.5012
arm_q_charb,low,34.6363
arm_q_charb,low,35.5478
arm_q_charb,low,35.7183
arm_q_charb,low,35.3685
arm_q_charb,low,36.4701
arm_q_charb,low,35.8189
arm_q_charb,low,35.8101
arm_q_charb,low,36.2321
arm_q_charb,low,36.7772
arm_q_charb,low,37.4507
arm_q_charb,low,35.1118
arm_q_charb,low,35.4537
arm_q_charb,low,36.0404
arm_q_charb,low,36.3586
arm_q_charb,low,36.7094
arm_q_charb,low,35.4827
arm_q_charb,low,35.615
arm_q_charb,low,36.6084
arm_q_charb,low,34.6142
arm_q_charb,low,34.2762
arm_q_charb,low,34.237
arm_q_charb,low,33.9312
arm_q_charb,low,35.5958
arm_q_charb,low,37.5141
arm_q_charb,low,37.0658
arm_q_charb,low,36.6306
arm_q_charb,low,37.2089
arm_q_charb,low,36.4183
arm_q_charb,low,35.0502
arm_q_charb,low,34.8542
arm_q_charb,low,35.8177
arm_q_charb,low,36.7329
arm_q_charb,low,35.6307
arm_q_charb,low,37.0074
arm_q_charb,low,36.4547
arm_q_charb,low,34.9132
arm_q_charb,low,35.1864
arm_q_charb,low,35.6633
arm_q_charb,low,37.8342
arm_q_charb,low,36.1032
arm_q_charb,low,36.5613
arm_q_charb,low,35.3956
arm_q_charb,low,36.4098
arm_q_charb,low,36.0098
arm_q_charb,low,34.9978
arm_q_charb,low,37.1348
arm_q_charb,low,35.4626
arm_q_charb,low,36.7334
arm_q_charb,low,34.645
arm_q_charb,low,36.0624
arm_q_charb,low,34.6494
arm_q_charb,low,35.3986
arm_q_charb,low,36.1916
arm_q_charb,low,36.6154
arm_q_charb,low,34.8508
arm_q_charb,low,36.4949
arm_q_charb,low,36.2811
arm_q_charb,low,35.4225
arm_q_charb,low,35.9432
arm_q_charb,low,36.6878
arm_q_charb,low,35.8874
arm_q_charb,low,34.4276
arm_q_charb,low,35.1638
arm_q_charb,low,36.0418
arm_q_charb,low,36.7193
arm_q_charb,low,34.6065
arm_q_charb,low,35.0434
arm_q_charb,low,35.8692
arm_q_charb,low,35.4374
arm_q_charb,low,34.9979
arm_q_charb,low,36.2095
arm_q_charb,low,36.0919
arm_q_charb,low,38.0422
arm_q_charb,low,36.3685
arm_q_charb,low,36.3951
arm_q_charb,low,36.4496
arm_q_charb,low,36.5436
arm_q_charb,low,36.3496
arm_q_charb,low,35.1985
arm_q_charb,low,35.9975
arm_q_charb,low,34.7735
arm_q_charb,low,34.9768
arm_q_charb,low,36.1966
arm_q_charb,low,35.8216
arm_q_charb,low,35.6187
arm_q_charb,low,35.1852
arm_q_charb,low,35.8805
arm_q_charb,low,37.2441
arm_q_charb,low,36.2079
arm_q_charb,low,35.5784
arm_q_charb,low,35.6439
arm_q_charb,low,36.5128
arm_q_charb,low,34.84
arm_q_charb,low,34.9613
arm_q_charb,low,36.1498
arm_q_charb,low,34.2688
arm_q_charb,low,36.8308
arm_q_charb,low,36.0731
arm_q_charb,low,34.9694
arm_q_charb,low,34.6022
arm_q_charb,low,34.9888
arm_q_charb,low,36.5313
arm_q_charb,low,35.4754
arm_q_charb,low,35.7262
arm_q_charb,low,34.6952
arm_q_charb,low,34.3361
arm_q_charb,low,36.1402
arm_q_charb,low,37.35
arm_q_charb,low,35.2587
arm_q_charb,low,34.6329
arm_q_charb,low,36.3376
arm_q_charb,low,35.9271
arm_q_charb,low,36.1919
arm_q_charb,low,37.0581
arm_q_charb,low,36.5836
arm_q_charb,low,36.5843
arm_q_charb,low,36.5566
arm_q_charb,low,37.6611
arm_q_charb,low,37.6467
arm_q_charb,low,37.505
arm_q_charb,low,35.7157
arm_q_charb,low,35.7253
arm_q_charb,low,33.3239
arm_q_charb,low,35.4167
arm_q_charb,low,35.3348
arm_q_charb,low,35.8403
arm_q_charb,low,35.1389
arm_q_charb,low,36.8554
arm_q_charb,low,36.6144
arm_q_charb,low,36.7808
arm_q_charb,low,34.953
arm_q_charb,low,35.7729
arm_q_charb,low,34.377
arm_q_charb,low,34.2951
arm_q_charb,low,36.3905
arm_q_charb,low,36.8794
arm_q_charb,low,35.6971
arm_q_charb,low,35.8785
arm_q_charb,low,36.4897
arm_q_charb,low,34.884
arm_q_charb,low,36.9243
arm_q_charb,low,36.5706
arm_q_charb,low,36.1895
arm_q_charb,low,34.6926
arm_q_charb,low,36.7391
arm_q_charb,low,38.3984
arm_q_charb,low,35.1957
arm_q_charb,low,35.2455
arm_q_charb,low,35.4347
arm_q_charb,low,36.2231
arm_q_charb,low,36.4942
arm_q_charb,low,36.9995
arm_q_charb,low,35.0533
arm_q_charb,low,35.8767
arm_q_charb,low,35.8024
arm_q_charb,low,35.2885
arm_q_charb,low,36.0137
arm_q_charb,low,35.425
arm_q_charb,low,37.2273
arm_q_charb,low,36.8354
arm_q_charb,low,36.5231
arm_q_charb,low,35.7797
arm_q_charb,low,35.0557
arm_q_charb,low,35.1502
arm_q_charb,low,36.4124
arm_q_charb,low,37.1226
arm_q_charb,low,37.1986
arm_q_charb,low,35.9943
arm_q_charb,low,35.0693
arm_q_charb,low,35.3545
arm_q_charb,low,37.1101
arm_q_charb,low,35.3818
arm_q_charb,low,36.131
arm_q_charb,low,37.4264
arm_q_charb,low,36.2897
arm_q_charb,low,35.7744
arm_q_charb,low,35.2008
arm_q_charb,low,36.7166
arm_q_charb,low,34.5888
arm_q_charb,low,36.8707
arm_q_charb,low,35.4308
arm_q_charb,low,37.1348
arm_q_charb,low,35.7347
arm_q_charb,low,35.5071
arm_q_charb,low,35.6041
arm_q_charb,low,37.1955
arm_q_charb,low,36.5974
arm_q_charb,low,37.6822
arm_q_charb,low,35.52
arm_q_charb,low,37.6351
arm_q_charb,low,37.2596
arm_q_charb,low,37.5254
arm_q_charb,low,37.136
arm_q_charb,low,37.4527
arm_q_charb,low,36.6826
arm_q_charb,low,37.361
arm_q_charb,low,36.458
arm_q_charb,low,35.4117
arm_q_charb,low,36.5084
arm_q_charb,low,36.9414
arm_q_charb,low,36.4828
arm_q_charb,low,37.9847
arm_q_charb,low,38.4151
arm_q_charb,low,37.8866
arm_q_charb,low,35.5693
arm_q_charb,low,38.0091
arm_q_charb,low,37.3426
arm_q_charb,low,35.9778
arm_q_charb,low,36.291
arm_q_charb,low,35.6612
arm_q_charb,low,36.8774
arm_q_charb,low,36.7154
arm_q_charb,low,36.8544
arm_q_charb,low,37.2786
arm_q_charb,low,35.277
arm_q_charb,low,38.4426
arm_q_charb,low,38.1318
arm_q_charb,low,38.1454
arm_q_charb,low,38.2188
arm_q_charb,low,37.8545
arm_q_charb,low,36.2881
arm_q_charb,low,37.3316
arm_q_charb,low,37.1109
arm_q_charb,low,38.0752
arm_q_charb,low,37.5222
arm_q_charb,low,38.3883
arm_q_charb,low,38.0498
arm_q_charb,low,36.1428
arm_q_charb,low,35.7504
arm_q_charb,low,34.9589
arm_q_charb,low,36.7554
arm_q_charb,low,36.7345
arm_q_charb,low,37.0982
arm_q_charb,low,37.7336
arm_q_charb,low,36.8702
arm_q_charb,low,35.6988
arm_q_charb,low,37.1436
arm_q_charb,low,35.2906
arm_q_charb,low,38.3842
arm_q_charb,low,36.3944
arm_q_charb,low,35.9658
arm_q_charb,low,37.6501
arm_q_charb,low,36.6824
arm_q_charb,low,37.8935
arm_q_charb,low,36.476
arm_q_charb,low,36.203
arm_q_charb,low,38.028
arm_q_charb,low,37.2179
arm_q_charb,low,36.4059
arm_q_charb,low,37.5137
arm_q_charb,low,37.1204
arm_q_charb,low,34.9207
arm_q_charb,low,35.0795
arm_q_charb,low,35.1184
arm_q_charb,low,34.7196
arm_q_charb,low,36.7244
arm_q_charb,low,36.1708
arm_q_charb,low,37.2886
arm_q_charb,low,37.6857
arm_q_charb,low,36.2339
arm_q_charb,low,36.4003
arm_q_charb,low,36.2609
arm_q_charb,low,36.6146
arm_q_charb,low,35.1319
arm_q_charb,low,36.0773
arm_q_charb,low,35.6477
arm_q_charb,low,36.8885
arm_q_charb,low,36.1512
arm_q_charb,low,38.398
arm_q_charb,low,37.9373
arm_q_charb,low,38.045
arm_q_charb,low,37.3993
arm_q_charb,low,37.4075
arm_q_charb,low,37.9871
arm_q_charb,low,35.0268
arm_q_charb,low,36.1222
arm_q_charb,low,36.1401
arm_q_charb,low,35.593
arm_q_charb,low,34.9858
arm_q_charb,low,36.3363
arm_q_charb,low,37.4552
arm_q_charb,low,37.2484
arm_q_charb,low,36.7669
arm_q_charb,low,38.7955
arm_q_charb,low,37.8024
arm_q_charb,low,38.4295
arm_q_charb,low,38.1894
arm_q_charb,low,38.6023
arm_q_charb,low,35.7927
arm_q_charb,low,38.1601
arm_q_charb,low,36.8803
arm_q_charb,low,37.922
arm_q_charb,low,36.246
arm_q_charb,low,37.5991
arm_q_charb,low,37.3349
arm_q_charb,low,37.1565
arm_q_charb,low,37.8525
arm_q_charb,low,38.1338
arm_q_charb,low,36.744
arm_q_charb,low,36.1833
arm_q_charb,low,37.2715
arm_q_charb,low,36.8869
arm_q_charb,low,38.57
arm_q_charb,low,38.4854
arm_q_charb,low,35.6083
arm_q_charb,low,37.8422
arm_q_charb,low,37.0577
arm_q_charb,low,38.6682
arm_q_charb,low,37.4317
arm_q_charb,low,37.4831
arm_q_charb,low,37.6315
arm_q_charb,low,37.7284
arm_q_charb,low,36.4489
arm_q_charb,low,37.5074
arm_q_charb,low,38.034
arm_q_charb,low,37.7366
arm_q_charb,low,36.1698
arm_q_charb,low,38.2471
arm_q_charb,low,35.1694
arm_q_charb,low,37.6668
arm_q_charb,low,36.2579
arm_q_charb,low,36.9083
arm_q_charb,low,35.7727
arm_q_charb,low,34.9309
arm_q_charb,low,37.369
arm_q_charb,low,36.2962
arm_q_charb,low,37.2783
arm_q_charb,low,36.4591
arm_q_charb,low,37.338
arm_q_charb,low,35.7709
arm_q_charb,low,37.2903
arm_q_charb,low,35.8567
arm_q_charb,low,36.7714
arm_q_charb,low,37.7755
arm_q_charb,low,35.0762
arm_q_charb,low,36.3828
arm_q_charb,low,35.3308
arm_q_charb,low,35.0844
arm_q_charb,low,34.7128
arm_q_charb,low,37.659
arm_q_charb,low,38.0288
arm_q_charb,low,35.87
arm_q_charb,low,34.8857
arm_q_charb,low,36.9532
arm_q_charb,low,35.1773
arm_q_charb,low,37.4241
arm_q_charb,low,37.4103
arm_q_charb,low,37.754
arm_q_charb,low,37.3732
arm_q_charb,low,35.3918
arm_q_charb,low,38.258
arm_q_charb,low,37.6506
arm_q_charb,low,35.8396
arm_q_charb,low,36.3738
arm_q_charb,low,34.9542
arm_q_charb,low,37.7121
arm_q_charb,low,36.7388
arm_q_charb,low,36.8054
arm_q_charb,low,35.9404
arm_q_charb,low,39.2915
arm_q_charb,low,36.2886
arm_q_charb,low,36.7686
arm_q_charb,low,35.9486
arm_q_charb,low,34.7829
arm_q_charb,low,36.2783
arm_q_charb,low,37.5488
arm_q_charb,low,34.9399
arm_q_charb,low,37.8624
arm_q_charb,low,37.1046
arm_q_charb,low,38.745
arm_q_charb,low,37.154
arm_q_charb,low,37.9074
arm_q_charb,low,36.9135
arm_q_charb,low,37.3294
arm_q_charb,low,37.0658
arm_q_charb,low,36.1541
arm_q_charb,low,37.1807
arm_q_charb,low,37.2692
arm_q_charb,low,37.5641
arm_q_charb,low,39.8743
arm_q_charb,low,38.6041
arm_q_charb,low,37.744
arm_q_charb,low,35.7794
arm_q_charb,low,38.1832
arm_q_charb,low,38.5786
arm_q_charb,low,37.7376
arm_q_charb,low,36.5268
arm_q_charb,low,37.1848
arm_q_charb,low,36.2227
arm_q_charb,low,35.8151
arm_q_charb,low,38.6343
arm_q_charb,low,35.6903
arm_q_charb,low,37.0288
arm_q_charb,low,36.19
arm_q_charb,low,35.7241
arm_q_charb,low,37.8874
arm_q_charb,low,37.8488
arm_q_charb,low,36.7817
arm_q_charb,low,37.3779
arm_q_charb,low,37.3176
arm_q_charb,low,38.0815
arm_q_charb,low,37.7703
arm_q_charb,low,35.9145
arm_q_charb,low,36.3442
arm_q_charb,low,35.0473
arm_q_charb,low,36.0893
arm_q_charb,low,38.0342
arm_q_charb,low,36.2497
arm_q_charb,low,38.049
arm_q_charb,low,34.6813
arm_q_charb,low,37.5536
arm_q_charb,low,38.3905
arm_q_charb,low,38.926
arm_q_charb,low,36.8542
arm_q_charb,low,37.054
arm_q_charb,low,35.9629
arm_q_charb,low,37.7599
arm_q_charb,low,36.5843
arm_q_charb,low,37.5006
arm_q_charb,low,36.8261
arm_q_charb,low,36.9806
arm_q_charb,low,37.5167
arm_q_charb,low,38.1362
arm_q_charb,low,37.0739
arm_q_charb,low,36.1409
arm_q_charb,low,36.3763
arm_q_charb,low,34.8371
arm_q_charb,low,36.1405
arm_q_charb,low,34.7041
arm_q_charb,low,36.2246
arm_q_charb,low,36.4971
arm_q_charb,low,36.712
arm_q_charb,low,36.9642
arm_q_charb,low,38.4001
arm_q_charb,low,36.3867
arm_q_charb,low,35.3988
arm_q_charb,low,37.0749
arm_q_charb,low,36.8152
arm_q_charb,low,37.3164
arm_q_charb,low,37.4639
arm_q_charb,low,37.0578
arm_q_charb,low,36.4879
arm_q_charb,low,37.0229
arm_q_charb,low,36.5842
arm_q_charb,low,36.5971
arm_q_charb,low,36.2471
arm_q_charb,low,36.7678
arm_q_charb,low,36.5714
arm_q_charb,low,35.8734
arm_q_charb,low,37.16
arm_q_charb,low,36.4896
arm_q_charb,low,37.2456
arm_q_charb,low,37.3946
arm_q_charb,low,35.9972
arm_q_charb,low,35.6299
arm_q_charb,low,36.7231
arm_q_charb,low,35.8802
arm_q_charb,low,36.2644
arm_q_charb,low,37.2264
arm_q_charb,low,36.3394
arm_q_charb,low,35.1255
arm_q_charb,low,37.8033
arm_q_charb,low,35.9686
arm_q_charb,low,34.4218
arm_q_charb,low,36.2813
arm_q_charb,low,38.0479
arm_q_charb,low,35.6421
arm_q_charb,low,35.4623
arm_q_charb,low,36.8457
arm_q_charb,low,37.1176
arm_q_charb,low,35.9071
arm_q_charb,low,35.4585
arm_q_charb,low,37.6625
arm_q_charb,low,37.1989
arm_q_charb,low,36.7955
arm_q_charb,low,37.4147
arm_q_charb,low,37.8285
arm_q_charb,low,37.6766
arm_q_charb,low,37.8393
arm_q_charb,low,37.3033
arm_q_charb,low,36.8063
arm_q_charb,low,36.7474
arm_q_charb,low,34.7706
arm_q_charb,low,37.1017
arm_q_charb,low,36.6787
arm_q_charb,low,37.0045
arm_q_charb,low,36.2462
arm_q_charb,low,34.8665
arm_q_charb,low,36.2514
arm_q_charb,low,37.7362
arm_q_charb,low,36.0816
arm_q_charb,low,37.5766
arm_q_charb,low,36.8146
arm_q_charb,low,36.919
arm_q_charb,low,36.223
arm_q_charb,low,37.8307
arm_q_charb,low,38.2208
arm_q_charb,low,35.6319
arm_q_charb,low,35.9211
arm_q_charb,low,37.3679
arm_q_charb,low,37.486
arm_q_charb,low,35.8977
arm_q_charb,low,38.5431
arm_q_charb,low,38.5341
arm_q_charb,low,36.5038
arm_q_charb,low,37.0429
arm_q_charb,low,37.5866
arm_q_charb,low,36.2862
arm_q_charb,low,35.9299
arm_q_charb,low,36.7992
arm_q_charb,low,37.4213
arm_q_charb,low,36.6161
arm_q_charb,low,37.5173
arm_q_charb,low,37.5356
arm_q_charb,low,36.548
arm_q_charb,low,36.803
arm_q_charb,low,37.0964
arm_q_charb,low,36.848
arm_q_charb,low,37.4078
arm_q_charb,low,36.1879
arm_q_charb,low,37.0164
arm_q_charb,low,36.5282
arm_q_charb,low,36.4254
arm_q_charb,low,36.1423
arm_q_charb,low,37.3257
arm_q_charb,low,36.0882
arm_q_charb,low,37.1267
arm_q_charb,low,38.1726
arm_q_charb,low,37.645
arm_q_charb,low,36.5692
arm_q_charb,low,35.7757
arm_q_charb,low,37.9833
arm_q_charb,low,36.1906
arm_q_charb,low,36.7021
arm_q_charb,low,36.3539
arm_q_charb,low,36.3915
arm_q_charb,low,36.9192
arm_q_charb,low,37.543
arm_q_charb,low,37.6546
arm_q_charb,low,36.7791
arm_q_charb,low,37.8416
arm_q_charb,low,36.0421
arm_q_charb,low,33.9133
arm_q_charb,low,36.5912
arm_q_charb,low,35.7553
arm_q_charb,low,36.5115
arm_q_charb,low,38.059
arm_q_charb,low,37.7056
arm_q_charb,low,37.5434
arm_q_charb,low,37.1108
arm_q_charb,low,36.527
arm_q_charb,low,35.5352
arm_q_charb,low,35.8372
arm_q_charb,low,36.9268
arm_q_charb,low,37.2389
arm_q_charb,low,36.4581
arm_q_charb,low,36.8594
arm_q_charb,low,36.666
arm_q_charb,low,37.6436
arm_q_charb,low,37.0052
arm_q_charb,low,37.3205
arm_q_charb,low,37.7747
arm_q_charb,low,37.4505
arm_q_charb,low,37.7214
arm_q_charb,low,36.193
arm_q_charb,low,35.5893
arm_q_charb,low,36.5524
arm_q_charb,low,37.508
arm_q_charb,low,37.7351
arm_q_charb,low,37.6497
arm_q_charb,low,36.7164
arm_q_charb,low,36.2369
arm_q_charb,low,36.229
arm_q_charb,low,36.3074
arm_q_charb,low,38.9263
arm_q_charb,low,36.6794
arm_q_charb,low,37.0443
arm_r_ft_j,low,36.4765
arm_r_ft_j,low,34.8151
arm_r_ft_j,low,35.7113
arm_r_ft_j,low,36.7339
arm_r_ft_j,low,35.5496
arm_r_ft_j,low,36.6016
arm_r_ft_j,low,36.4316
arm_r_ft_j,low,36.7747
arm_r_ft_j,low,35.1257
arm_r_ft_j,low,35.1131
arm_r_ft_j,low,36.1263
arm_r_ft_j,low,35.7585
arm_r_ft_j,low,36.0577
arm_r_ft_j,low,37.2248
arm_r_ft_j,low,36.8264
arm_r_ft_j,low,35.2363
arm_r_ft_j,low,36.8553
arm_r_ft_j,low,36.2342
arm_r_ft_j,low,35.8875
arm_r_ft_j,low,36.6092
arm_r_ft_j,low,37.6183
arm_r_ft_j,low,36.4687
arm_r_ft_j,low,36.322
arm_r_ft_j,low,34.4943
arm_r_ft_j,low,35.5012
arm_r_ft_j,low,36.5291
arm_r_ft_j,low,34.6671
arm_r_ft_j,low,34.8705
arm_r_ft_j,low,36.6883
arm_r_ft_j,low,35.9645
arm_r_ft_j,low,34.67
arm_r_ft_j,low,36.0522
arm_r_ft_j,low,34.9025
arm_r_ft_j,low,34.2702
arm_r_ft_j,low,34.61
arm_r_ft_j,low,36.3183
arm_r_ft_j,low,37.6114
arm_r_ft_j,low,37.2184
arm_r_ft_j,low,35.82
arm_r_ft_j,low,34.2334
arm_r_ft_j,low,36.143
arm_r_ft_j,low,36.7419
arm_r_ft_j,low,34.1584
arm_r_ft_j,low,35.8409
arm_r_ft_j,low,35.7153
arm_r_ft_j,low,35.1366
arm_r_ft_j,low,37.355
arm_r_ft_j,low,34.8072
arm_r_ft_j,low,35.444
arm_r_ft_j,low,35.6499
arm_r_ft_j,low,35.303
arm_r_ft_j,low,36.3943
arm_r_ft_j,low,35.8285
arm_r_ft_j,low,35.7418
arm_r_ft_j,low,35.9712
arm_r_ft_j,low,37.0447
arm_r_ft_j,low,37.2001
