arm,noise_level,psnr
drunet,mid,34.2907
drunet,mid,31.4425
drunet,mid,34.6407
drunet,mid,34.1335
drunet,mid,34.516
drunet,mid,34.3467
drunet,mid,33.7336
drunet,mid,34.4299
drunet,mid,31.6331
drunet,mid,32.9293
drunet,mid,32.5873
drunet,mid,32.2435
drunet,mid,30.4428
drunet,mid,32.9331
drunet,mid,33.2367
drunet,mid,34.2929
drunet,mid,29.7859
drunet,mid,35.3308
drunet,mid,33.873
drunet,mid,34.0701
drunet,mid,33.9965
drunet,mid,34.3125
drunet,mid,31.9871
drunet,mid,34.1965
drunet,mid,33.7385
drunet,mid,34.6349
drunet,mid,31.1762
drunet,mid,33.827
drunet,mid,33.93
drunet,mid,33.3307
drunet,mid,34.3538
drunet,mid,34.4559
drunet,mid,33.5013
drunet,mid,32.2899
drunet,mid,33.7285
drunet,mid,33.7441
drunet,mid,34.8806
drunet,mid,35.087
drunet,mid,31.7753
drunet,mid,34.3031
drunet,mid,33.3111
drunet,mid,35.0402
drunet,mid,32.4597
drunet,mid,33.7712
drunet,mid,33.0244
drunet,mid,33.9999
drunet,mid,30.4141
drunet,mid,34.3131
drunet,mid,34.894
drunet,mid,34.0887
drunet,mid,32.8321
drunet,mid,34.5732
drunet,mid,31.3789
drunet,mid,34.0818
drunet,mid,30.8123
drunet,mid,33.3885
drunet,mid,31.0649
drunet,mid,31.5069
drunet,mid,33.1295
drunet,mid,33.5757
drunet,mid,33.7535
drunet,mid,33.2102
drunet,mid,33.6311
drunet,mid,32.6586
drunet,mid,33.7611
drunet,mid,30.4441
drunet,mid,33.4531
drunet,mid,34.1135
drunet,mid,30.6228
drunet,mid,32.9527
drunet,mid,31.7188
drunet,mid,30.2253
drunet,mid,31.5612
drunet,mid,33.8336
drunet,mid,33.592
drunet,mid,30.5387
drunet,mid,31.2597
drunet,mid,32.0542
drunet,mid,32.5977
drunet,mid,34.0143
drunet,mid,33.562
drunet,mid,33.7687
drunet,mid,32.804
drunet,mid,32.1993
drunet,mid,35.1994
drunet,mid,34.25
drunet,mid,32.9017
drunet,mid,33.6199
drunet,mid,31.2607
drunet,mid,34.307
drunet,mid,33.4358
drunet,mid,33.1518
drunet,mid,31.8441
drunet,mid,34.7352
drunet,mid,33.1649
drunet,mid,33.0337
drunet,mid,32.1396
drunet,mid,31.2909
drunet,mid,32.7158
drunet,mid,33.4918
drunet,mid,30.6231
drunet,mid,34.4489
drunet,mid,33.5752
drunet,mid,34.699
drunet,mid,32.2305
drunet,mid,33.7838
drunet,mid,31.9274
drunet,mid,34.0789
drunet,mid,33.9166
drunet,mid,33.1508
drunet,mid,34.2573
drunet,mid,34.3862
drunet,mid,33.9797
drunet,mid,35.3995
drunet,mid,35.5105
drunet,mid,34.7233
drunet,mid,32.1759
drunet,mid,33.8367
drunet,mid,34.7667
drunet,mid,34.1805
drunet,mid,33.6137
drunet,mid,33.4465
drunet,mid,32.8346
drunet,mid,29.9797
drunet,mid,33.2733
drunet,mid,32.462
drunet,mid,33.4671
drunet,mid,32.2825
drunet,mid,31.82
drunet,mid,34.1937
drunet,mid,33.9738
drunet,mid,32.2637
drunet,mid,34.1218
drunet,mid,33.9421
drunet,mid,34.386
drunet,mid,34.5605
drunet,mid,32.0476
drunet,mid,32.9329
drunet,mid,30.3804
drunet,mid,32.4727
drunet,mid,34.0858
drunet,mid,32.4361
drunet,mid,34.8631
drunet,mid,31.6221
drunet,mid,34.0422
drunet,mid,33.7371
drunet,mid,35.1035
drunet,mid,33.216
drunet,mid,33.2805
drunet,mid,32.0096
drunet,mid,34.1125
drunet,mid,33.7035
drunet,mid,34.1121
drunet,mid,32.9148
drunet,mid,32.9972
drunet,mid,33.5119
drunet,mid,34.3191
drunet,mid,33.0911
drunet,mid,31.3175
drunet,mid,31.3522
drunet,mid,31.3737
drunet,mid,32.1336
drunet,mid,30.6378
drunet,mid,32.7201
drunet,mid,33.2046
drunet,mid,32.8239
drunet,mid,32.287
drunet,mid,34.626
drunet,mid,32.6565
drunet,mid,30.7495
drunet,mid,33.4548
drunet,mid,33.3335
drunet,mid,33.2603
drunet,mid,33.9434
drunet,mid,33.0307
drunet,mid,32.1745
drunet,mid,33.3443
drunet,mid,31.8441
drunet,mid,33.0386
drunet,mid,32.6602
drunet,mid,32.3339
drunet,mid,32.8567
drunet,mid,32.63
drunet,mid,31.5675
drunet,mid,31.3921
drunet,mid,33.9929
drunet,mid,33.39
drunet,mid,32.9937
drunet,mid,31.3297
drunet,mid,33.1118
drunet,mid,32.2276
drunet,mid,32.073
drunet,mid,31.2035
drunet,mid,32.1695
drunet,mid,31.0887
drunet,mid,33.2358
drunet,mid,32.6603
drunet,mid,30.5212
drunet,mid,32.5175
drunet,mid,33.1373
drunet,mid,31.2857
drunet,mid,30.7517
drunet,mid,31.8032
drunet,mid,32.1437
drunet,mid,32.2924
drunet,mid,30.7188
drunet,mid,31.3862
drunet,mid,33.3132
drunet,mid,31.5202
drunet,mid,33.9794
drunet,mid,32.8367
drunet,mid,32.6589
drunet,mid,32.0013
drunet,mid,33.4175
drunet,mid,31.723
drunet,mid,31.6719
drunet,mid,32.1407
drunet,mid,33.2143
drunet,mid,32.145
drunet,mid,32.9724
drunet,mid,31.7601
drunet,mid,31.6988
drunet,mid,31.1803
drunet,mid,32.4173
drunet,mid,32.4095
drunet,mid,34.3815
drunet,mid,31.4776
drunet,mid,33.2306
drunet,mid,32.957
drunet,mid,32.4715
drunet,mid,32.8644
drunet,mid,31.3104
drunet,mid,31.7252
drunet,mid,31.8151
drunet,mid,32.5877
drunet,mid,32.0147
drunet,mid,32.7432
drunet,mid,32.9384
drunet,mid,31.7252
drunet,mid,32.57
drunet,mid,32.0146
drunet,mid,32.55
drunet,mid,32.5028
drunet,mid,32.4912
drunet,mid,32.0675
drunet,mid,32.5293
drunet,mid,33.2731
drunet,mid,32.3055
drunet,mid,31.7374
drunet,mid,32.5115
drunet,mid,33.494
drunet,mid,32.844
drunet,mid,32.348
drunet,mid,33.1808
drunet,mid,32.6415
drunet,mid,33.7545
drunet,mid,32.056
drunet,mid,32.5745
drunet,mid,33.9232
drunet,mid,33.4363
drunet,mid,33.6144
drunet,mid,34.1149
drunet,mid,33.6937
drunet,mid,33.1294
drunet,mid,31.9301
drunet,mid,30.8323
drunet,mid,31.7391
drunet,mid,32.6815
drunet,mid,31.5978
drunet,mid,32.007
drunet,mid,32.0162
drunet,mid,31.8104
drunet,mid,31.559
drunet,mid,31.8816
drunet,mid,32.943
drunet,mid,32.4237
drunet,mid,30.4447
drunet,mid,31.8966
drunet,mid,31.613
drunet,mid,31.6899
drunet,mid,32.4152
drunet,mid,33.0649
drunet,mid,32.3034
drunet,mid,33.0441
drunet,mid,31.9449
drunet,mid,32.799
drunet,mid,31.451
drunet,mid,34.1467
drunet,mid,33.3022
drunet,mid,32.5861
drunet,mid,30.9994
drunet,mid,32.4846
drunet,mid,32.4046
drunet,mid,32.8329
drunet,mid,33.3442
drunet,mid,31.8195
drunet,mid,33.8825
drunet,mid,32.9169
drunet,mid,32.5919
drunet,mid,32.5606
drunet,mid,33.0738
drunet,mid,32.5539
drunet,mid,32.683
drunet,mid,32.161
drunet,mid,33.3196
drunet,mid,33.0203
drunet,mid,32.4952
drunet,mid,31.6607
drunet,mid,35.6281
drunet,mid,32.8166
drunet,mid,31.1486
swinir,mid,31.1359
swinir,mid,29.9464
swinir,mid,30.2599
swinir,mid,30.8156
swinir,mid,30.9719
swinir,mid,31.2033
swinir,mid,31.0277
swinir,mid,30.8104
swinir,mid,29.4535
swinir,mid,29.812
swinir,mid,30.2357
swinir,mid,30.3182
swinir,mid,31.1035
swinir,mid,32.2782
swinir,mid,32.1035
swinir,mid,30.2197
swinir,mid,31.4237
swinir,mid,30.4716
swinir,mid,30.5534
swinir,mid,30.9589
swinir,mid,31.6732
swinir,mid,30.3369
swinir,mid,31.0759
swinir,mid,30.4415
swinir,mid,30.4537
swinir,mid,30.935
swinir,mid,29.6336
swinir,mid,29.7171
swinir,mid,31.4844
swinir,mid,30.9072
swinir,mid,30.2855
swinir,mid,30.6951
swinir,mid,29.5594
swinir,mid,29.7855
swinir,mid,29.3532
swinir,mid,31.034
swinir,mid,31.4331
swinir,mid,31.8305
swinir,mid,30.3668
swinir,mid,29.2436
swinir,mid,30.5374
swinir,mid,31.266
swinir,mid,28.7829
swinir,mid,30.5471
swinir,mid,30.6845
swinir,mid,29.9066
swinir,mid,32.2964
swinir,mid,29.2875
swinir,mid,30.3872
swinir,mid,30.4741
swinir,mid,29.9225
swinir,mid,31.0584
swinir,mid,30.8282
swinir,mid,30.5557
swinir,mid,30.9512
swinir,mid,31.5724
swinir,mid,31.9942
swinir,mid,30.3798
swinir,mid,30.3301
swinir,mid,30.4159
swinir,mid,31.3392
swinir,mid,31.1847
swinir,mid,30.7978
swinir,mid,29.936
swinir,mid,30.7513
swinir,mid,29.0148
swinir,mid,29.4365
swinir,mid,29.4954
swinir,mid,29.2699
swinir,mid,30.1329
swinir,mid,31.6773
swinir,mid,32.2203
swinir,mid,30.743
swinir,mid,31.6946
swinir,mid,31.4286
swinir,mid,30.1437
swinir,mid,30.0953
swinir,mid,29.9363
swinir,mid,31.0689
swinir,mid,30.3059
swinir,mid,31.9958
swinir,mid,30.9432
swinir,mid,29.9005
swinir,mid,29.9343
swinir,mid,30.2829
swinir,mid,32.5393
swinir,mid,30.2224
swinir,mid,30.5563
swinir,mid,30.0213
swinir,mid,30.6743
swinir,mid,30.8016
swinir,mid,29.8249
swinir,mid,31.8585
swinir,mid,30.132
swinir,mid,30.743
swinir,mid,30.3807
swinir,mid,30.1909
swinir,mid,29.4712
swinir,mid,29.4015
swinir,mid,30.4658
swinir,mid,30.7586
swinir,mid,29.7726
swinir,mid,30.8873
swinir,mid,30.8007
swinir,mid,29.8725
swinir,mid,30.9601
swinir,mid,30.8023
swinir,mid,30.1798
swinir,mid,29.8727
swinir,mid,30.7855
swinir,mid,31.0053
swinir,mid,31.2845
swinir,mid,29.4019
swinir,mid,29.9812
swinir,mid,30.2663
swinir,mid,29.9602
swinir,mid,29.398
swinir,mid,31.0908
swinir,mid,30.1548
swinir,mid,31.7738
swinir,mid,30.6594
swinir,mid,30.962
swinir,mid,30.9717
swinir,mid,30.7636
swinir,mid,30.6319
swinir,mid,30.0969
swinir,mid,31.4349
swinir,mid,30.1101
swinir,mid,29.8238
swinir,mid,30.5706
swinir,mid,30.4948
swinir,mid,29.9955
swinir,mid,29.6857
swinir,mid,30.5159
swinir,mid,31.3071
swinir,mid,30.9188
swinir,mid,30.0027
swinir,mid,29.7158
swinir,mid,30.8726
swinir,mid,29.3358
swinir,mid,30.1047
swinir,mid,30.9985
swinir,mid,29.6537
swinir,mid,31.273
swinir,mid,29.8746
swinir,mid,29.7271
swinir,mid,29.6877
swinir,mid,30.1486
swinir,mid,31.1482
swinir,mid,30.1721
swinir,mid,31.0352
swinir,mid,30.3259
swinir,mid,29.9944
swinir,mid,30.6861
swinir,mid,31.8699
swinir,mid,30.1345
swinir,mid,30.1192
swinir,mid,30.7813
swinir,mid,29.931
swinir,mid,31.4226
swinir,mid,31.7201
swinir,mid,31.1489
swinir,mid,30.7775
swinir,mid,31.4632
swinir,mid,32.2321
swinir,mid,32.0065
swinir,mid,31.7239
swinir,mid,30.5552
swinir,mid,29.8985
swinir,mid,27.9155
swinir,mid,30.032
swinir,mid,30.6743
swinir,mid,30.5697
swinir,mid,30.7435
swinir,mid,31.3705
swinir,mid,30.7556
swinir,mid,30.6956
swinir,mid,30.0549
swinir,mid,29.9521
swinir,mid,30.0152
swinir,mid,28.8881
swinir,mid,31.093
swinir,mid,31.4971
swinir,mid,30.6934
swinir,mid,30.3506
swinir,mid,30.983
swinir,mid,30.0873
swinir,mid,31.0693
swinir,mid,31.6403
swinir,mid,31.0116
swinir,mid,29.632
swinir,mid,30.9952
swinir,mid,32.0615
swinir,mid,29.9337
swinir,mid,29.6721
swinir,mid,30.0476
swinir,mid,30.8449
swinir,mid,30.5224
swinir,mid,31.6473
swinir,mid,29.3463
swinir,mid,30.5686
swinir,mid,31.0102
swinir,mid,30.5858
swinir,mid,30.6102
swinir,mid,29.6437
swinir,mid,31.6972
swinir,mid,32.0089
swinir,mid,31.4613
swinir,mid,30.2321
swinir,mid,29.8713
swinir,mid,30.4554
swinir,mid,30.6416
swinir,mid,31.2183
swinir,mid,30.7383
swinir,mid,30.3518
swinir,mid,30.8494
swinir,mid,29.7518
swinir,mid,31.2454
swinir,mid,30.7476
swinir,mid,30.0439
swinir,mid,32.2088
swinir,mid,30.8411
swinir,mid,30.3031
swinir,mid,30.5419
swinir,mid,30.832
swinir,mid,29.2888
swinir,mid,31.3455
swinir,mid,29.6736
swinir,mid,31.6545
swinir,mid,29.3047
swinir,mid,29.9197
swinir,mid,30.5351
swinir,mid,31.3338
swinir,mid,31.1613
swinir,mid,32.0785
swinir,mid,30.5286
swinir,mid,31.7433
swinir,mid,31.7284
swinir,mid,32.3578
swinir,mid,31.7259
swinir,mid,32.0624
swinir,mid,31.3543
swinir,mid,31.7293
swinir,mid,31.175
swinir,mid,30.6783
swinir,mid,30.8641
swinir,mid,31.1512
swinir,mid,30.7794
swinir,mid,32.2191
swinir,mid,32.4329
swinir,mid,32.0739
swinir,mid,30.7507
swinir,mid,32.1635
swinir,mid,31.6519
swinir,mid,30.7895
swinir,mid,31.3049
swinir,mid,31.0147
swinir,mid,31.6123
swinir,mid,31.6712
swinir,mid,32.0257
swinir,mid,31.972
swinir,mid,30.2031
swinir,mid,32.8807
swinir,mid,32.4245
swinir,mid,32.7219
swinir,mid,32.7682
swinir,mid,32.1613
swinir,mid,31.8874
swinir,mid,32.1552
swinir,mid,31.8351
swinir,mid,32.2534
swinir,mid,31.8609
swinir,mid,32.3014
swinir,mid,32.0495
swinir,mid,31.318
swinir,mid,30.461
swinir,mid,30.0565
swinir,mid,31.6691
swinir,mid,31.7087
swinir,mid,31.7811
swinir,mid,32.4184
swinir,mid,31.794
swinir,mid,31.1465
swinir,mid,31.8185
swinir,mid,31.1366
swinir,mid,32.634
swinir,mid,31.278
swinir,mid,31.2342
swinir,mid,32.1226
swinir,mid,31.2885
swinir,mid,32.1782
swinir,mid,31.4933
swinir,mid,31.4832
swinir,mid,32.2469
swinir,mid,31.8611
swinir,mid,31.1387
swinir,mid,31.8439
swinir,mid,31.7555
swinir,mid,30.1083
swinir,mid,30.3384
swinir,mid,30.3178
swinir,mid,30.1597
swinir,mid,31.3187
swinir,mid,30.8509
swinir,mid,31.9289
swinir,mid,32.2703
swinir,mid,31.4815
swinir,mid,31.562
swinir,mid,31.4158
swinir,mid,31.0189
swinir,mid,29.9155
swinir,mid,31.3021
swinir,mid,30.3828
swinir,mid,32.0157
swinir,mid,31.3366
swinir,mid,32.487
swinir,mid,32.3285
swinir,mid,32.1214
swinir,mid,31.5838
swinir,mid,31.8488
swinir,mid,31.9119
swinir,mid,29.9845
swinir,mid,31.196
swinir,mid,31.1582
swinir,mid,30.7364
swinir,mid,30.4786
swinir,mid,31.1523
swinir,mid,31.6531
swinir,mid,31.6208
swinir,mid,31.9074
swinir,mid,32.5582
swinir,mid,31.9789
swinir,mid,32.5652
swinir,mid,32.4255
swinir,mid,32.4529
swinir,mid,30.8896
swinir,mid,32.2625
swinir,mid,31.7526
swinir,mid,31.8965
swinir,mid,31.1375
swinir,mid,32.0647
swinir,mid,31.8547
swinir,mid,31.829
swinir,mid,31.8773
swinir,mid,32.3886
swinir,mid,31.3474
swinir,mid,30.8368
swinir,mid,31.9741
swinir,mid,31.6846
swinir,mid,32.647
swinir,mid,32.7162
swinir,mid,30.7598
swinir,mid,31.9002
swinir,mid,31.4905
swinir,mid,32.4624
swinir,mid,32.2665
swinir,mid,31.791
swinir,mid,32.3506
swinir,mid,32.1311
swinir,mid,32.0179
swinir,mid,31.6952
swinir,mid,32.181
swinir,mid,32.1412
swinir,mid,31.1389
swinir,mid,32.1501
swinir,mid,30.3102
swinir,mid,32.0019
swinir,mid,31.5142
swinir,mid,32.0426
swinir,mid,30.9885
swinir,mid,29.5806
swinir,mid,31.7445
swinir,mid,31.0769
swinir,mid,31.7078
swinir,mid,31.0027
swinir,mid,31.1378
swinir,mid,30.7069
swinir,mid,31.2797
swinir,mid,31.1617
swinir,mid,31.5077
swinir,mid,31.9767
swinir,mid,30.2872
swinir,mid,31.1691
swinir,mid,30.6685
swinir,mid,30.438
swinir,mid,30.2448
swinir,mid,32.254
swinir,mid,31.967
swinir,mid,31.0498
swinir,mid,30.5205
swinir,mid,31.9235
swinir,mid,30.8744
swinir,mid,32.1084
swinir,mid,31.6688
swinir,mid,31.9493
swinir,mid,32.0699
swinir,mid,30.6408
swinir,mid,32.9594
swinir,mid,32.4847
swinir,mid,30.9938
swinir,mid,30.8358
swinir,mid,30.6201
swinir,mid,32.0502
swinir,mid,31.1471
swinir,mid,31.5449
swinir,mid,31.9545
swinir,mid,32.5774
swinir,mid,31.2346
swinir,mid,31.5395
swinir,mid,31.0585
swinir,mid,30.2512
swinir,mid,31.4913
swinir,mid,31.8202
swinir,mid,30.5673
swinir,mid,32.2925
swinir,mid,31.7115
swinir,mid,32.6476
swinir,mid,32.3318
swinir,mid,31.9375
swinir,mid,31.4242
swinir,mid,31.5333
swinir,mid,30.8067
swinir,mid,31.4281
swinir,mid,31.6232
swinir,mid,31.5404
swinir,mid,32.3113
swinir,mid,33.0453
swinir,mid,32.834
swinir,mid,32.5748
swinir,mid,30.7009
swinir,mid,32.3354
swinir,mid,32.5804
swinir,mid,32.3848
swinir,mid,31.1339
swinir,mid,31.5701
swinir,mid,31.3254
swinir,mid,31.1735
swinir,mid,32.6375
swinir,mid,30.6461
swinir,mid,31.5967
swinir,mid,30.9263
swinir,mid,30.5877
swinir,mid,31.6544
swinir,mid,32.4099
swinir,mid,31.9365
swinir,mid,31.6494
swinir,mid,31.7409
swinir,mid,32.1886
swinir,mid,32.3005
swinir,mid,30.8113
swinir,mid,31.3285
swinir,mid,30.5559
swinir,mid,31.545
swinir,mid,31.9061
swinir,mid,31.2009
swinir,mid,32.0006
swinir,mid,30.3881
swinir,mid,32.3091
swinir,mid,32.567
swinir,mid,32.657
swinir,mid,31.3666
swinir,mid,31.1457
swinir,mid,30.8155
swinir,mid,32.1757
swinir,mid,31.1086
swinir,mid,32.1527
swinir,mid,31.8909
swinir,mid,31.9795
swinir,mid,31.6281
swinir,mid,32.1229
swinir,mid,31.5907
swinir,mid,31.262
swinir,mid,31.341
swinir,mid,30.025
swinir,mid,31.1907
swinir,mid,30.3659
swinir,mid,31.1037
swinir,mid,30.8233
swinir,mid,31.2446
swinir,mid,31.8724
swinir,mid,32.2887
swinir,mid,31.4218
swinir,mid,31.0786
swinir,mid,31.7072
swinir,mid,31.348
swinir,mid,31.4621
swinir,mid,32.1209
swinir,mid,31.5465
swinir,mid,30.8324
swinir,mid,31.462
swinir,mid,32.3307
swinir,mid,31.5309
swinir,mid,30.8601
swinir,mid,31.5131
swinir,mid,31.3771
swinir,mid,30.5147
swinir,mid,32.6292
swinir,mid,31.1545
swinir,mid,31.9847
swinir,mid,32.1744
swinir,mid,31.0704
swinir,mid,30.5716
swinir,mid,31.0408
swinir,mid,30.4539
swinir,mid,30.6436
swinir,mid,32.1201
swinir,mid,31.1228
swinir,mid,30.4165
swinir,mid,32.5834
swinir,mid,30.5701
swinir,mid,29.3671
swinir,mid,30.8423
swinir,mid,32.6436
swinir,mid,30.6796
swinir,mid,30.1627
swinir,mid,31.7531
swinir,mid,32.2333
swinir,mid,30.1196
swinir,mid,30.4264
swinir,mid,32.2403
swinir,mid,31.9287
swinir,mid,31.4791
swinir,mid,31.8666
swinir,mid,32.13
swinir,mid,32.5253
swinir,mid,32.7347
swinir,mid,32.0522
swinir,mid,32.4993
swinir,mid,32.0097
swinir,mid,30.5627
swinir,mid,31.4389
swinir,mid,31.3313
swinir,mid,31.3189
swinir,mid,30.9432
swinir,mid,30.2058
swinir,mid,31.0297
swinir,mid,32.6742
swinir,mid,31.2285
swinir,mid,32.3266
swinir,mid,31.413
swinir,mid,31.2613
swinir,mid,30.4495
swinir,mid,32.3202
swinir,mid,33.0418
swinir,mid,29.9569
swinir,mid,30.1342
swinir,mid,32.4597
swinir,mid,32.2972
swinir,mid,30.6642
swinir,mid,33.6511
swinir,mid,33.5121
swinir,mid,31.4829
swinir,mid,31.8707
swinir,mid,32.1925
swinir,mid,31.4806
swinir,mid,30.0843
swinir,mid,31.465
swinir,mid,31.9045
swinir,mid,30.834
swinir,mid,32.6295
swinir,mid,32.415
swinir,mid,30.7131
swinir,mid,31.0918
swinir,mid,31.5259
swinir,mid,31.2575
swinir,mid,31.9921
swinir,mid,30.8076
swinir,mid,31.1127
swinir,mid,30.7906
swinir,mid,31.75
swinir,mid,30.7845
swinir,mid,31.5615
swinir,mid,31.1148
swinir,mid,31.4704
swinir,mid,33.0258
swinir,mid,31.5104
swinir,mid,31.0354
swinir,mid,31.0645
swinir,mid,32.5418
swinir,mid,31.0287
swinir,mid,30.7453
swinir,mid,30.9449
swinir,mid,31.4653
swinir,mid,31.8196
swinir,mid,32.6321
swinir,mid,32.3417
swinir,mid,32.0038
swinir,mid,32.3213
swinir,mid,31.0381
swinir,mid,29.0144
swinir,mid,30.8199
swinir,mid,30.4869
swinir,mid,30.3607
swinir,mid,32.5173
swinir,mid,32.2675
swinir,mid,32.2143
swinir,mid,31.709
swinir,mid,31.7926
swinir,mid,30.6801
swinir,mid,30.5231
swinir,mid,31.6977
swinir,mid,31.5207
swinir,mid,30.9564
swinir,mid,31.2476
swinir,mid,31.3345
swinir,mid,32.4151
swinir,mid,31.8182
swinir,mid,31.6107
swinir,mid,32.8006
swinir,mid,32.0208
swinir,mid,32.3305
swinir,mid,30.606
swinir,mid,30.1512
swinir,mid,31.1155
swinir,mid,32.3404
swinir,mid,32.2213
swinir,mid,32.0419
swinir,mid,31.3698
swinir,mid,31.1376
swinir,mid,31.3056
swinir,mid,31.159
swinir,mid,33.132
swinir,mid,31.4982
swinir,mid,32.4866
arm_a_l2,mid,34.3495
arm_a_l2,mid,32.7055
arm_a_l2,mid,33.9133
arm_a_l2,mid,35.0485
arm_a_l2,mid,33.4412
arm_a_l2,mid,34.8703
arm_a_l2,mid,34.4872
arm_a_l2,mid,35.0076
arm_a_l2,mid,33.115
arm_a_l2,mid,33.3636
arm_a_l2,mid,34.1137
arm_a_l2,mid,33.9677
arm_a_l2,mid,33.8779
arm_a_l2,mid,35.1853
arm_a_l2,mid,34.3371
arm_a_l2,mid,33.6701
arm_a_l2,mid,35.024
arm_a_l2,mid,34.1572
arm_a_l2,mid,34.0349
arm_a_l2,mid,34.7706
arm_a_l2,mid,35.6205
arm_a_l2,mid,34.7323
arm_a_l2,mid,34.5274
arm_a_l2,mid,32.7482
arm_a_l2,mid,33.7497
arm_a_l2,mid,34.8028
arm_a_l2,mid,32.9327
arm_a_l2,mid,32.6327
arm_a_l2,mid,34.776
arm_a_l2,mid,34.1015
arm_a_l2,mid,32.892
arm_a_l2,mid,34.2619
arm_a_l2,mid,32.9833
arm_a_l2,mid,32.2615
arm_a_l2,mid,32.7926
arm_a_l2,mid,34.4227
arm_a_l2,mid,35.3015
arm_a_l2,mid,35.5637
arm_a_l2,mid,33.9068
arm_a_l2,mid,32.1362
arm_a_l2,mid,33.9241
arm_a_l2,mid,34.9779
arm_a_l2,mid,32.2392
arm_a_l2,mid,34.2133
arm_a_l2,mid,33.828
arm_a_l2,mid,33.2139
arm_a_l2,mid,35.426
arm_a_l2,mid,32.6679
arm_a_l2,mid,33.6168
arm_a_l2,mid,33.7287
arm_a_l2,mid,33.4924
arm_a_l2,mid,34.6411
arm_a_l2,mid,33.9764
arm_a_l2,mid,33.9133
arm_a_l2,mid,34.1454
arm_a_l2,mid,35.0173
arm_a_l2,mid,35.6478
arm_a_l2,mid,33.4478
arm_a_l2,mid,33.8357
arm_a_l2,mid,34.2976
arm_a_l2,mid,34.4497
arm_a_l2,mid,34.9394
arm_a_l2,mid,33.6778
arm_a_l2,mid,33.8807
arm_a_l2,mid,34.6363
arm_a_l2,mid,32.6681
arm_a_l2,mid,32.3926
arm_a_l2,mid,32.4926
arm_a_l2,mid,31.8505
arm_a_l2,mid,33.6602
arm_a_l2,mid,35.8011
arm_a_l2,mid,35.2129
arm_a_l2,mid,34.8012
arm_a_l2,mid,35.6292
arm_a_l2,mid,34.4358
arm_a_l2,mid,33.1202
arm_a_l2,mid,32.8123
arm_a_l2,mid,33.8141
arm_a_l2,mid,34.8544
arm_a_l2,mid,33.8877
arm_a_l2,mid,34.6454
arm_a_l2,mid,34.8462
arm_a_l2,mid,33.0334
arm_a_l2,mid,33.2817
arm_a_l2,mid,33.787
arm_a_l2,mid,35.9458
arm_a_l2,mid,34.131
arm_a_l2,mid,34.8908
arm_a_l2,mid,33.4387
arm_a_l2,mid,34.3621
arm_a_l2,mid,34.1018
arm_a_l2,mid,33.0813
arm_a_l2,mid,35.6303
arm_a_l2,mid,33.6613
arm_a_l2,mid,34.9875
arm_a_l2,mid,32.8305
arm_a_l2,mid,34.2754
arm_a_l2,mid,32.6741
arm_a_l2,mid,33.4744
arm_a_l2,mid,34.3342
arm_a_l2,mid,34.7607
arm_a_l2,mid,33.1117
arm_a_l2,mid,34.4178
arm_a_l2,mid,34.6648
arm_a_l2,mid,33.629
arm_a_l2,mid,33.6781
arm_a_l2,mid,34.9244
arm_a_l2,mid,34.0932
arm_a_l2,mid,32.4509
arm_a_l2,mid,33.2714
arm_a_l2,mid,34.129
arm_a_l2,mid,34.6712
arm_a_l2,mid,32.6837
arm_a_l2,mid,32.9912
arm_a_l2,mid,34.1388
arm_a_l2,mid,33.7192
arm_a_l2,mid,33.0796
arm_a_l2,mid,34.3439
arm_a_l2,mid,34.3354
arm_a_l2,mid,36.3431
arm_a_l2,mid,34.7849
arm_a_l2,mid,34.2091
arm_a_l2,mid,34.6053
arm_a_l2,mid,34.9419
arm_a_l2,mid,34.3518
arm_a_l2,mid,33.2051
arm_a_l2,mid,34.164
arm_a_l2,mid,32.9273
arm_a_l2,mid,33.3052
arm_a_l2,mid,34.5188
arm_a_l2,mid,33.9293
arm_a_l2,mid,33.6874
arm_a_l2,mid,33.312
arm_a_l2,mid,34.0988
arm_a_l2,mid,35.0136
arm_a_l2,mid,34.5598
arm_a_l2,mid,33.7651
arm_a_l2,mid,33.7236
arm_a_l2,mid,34.7046
arm_a_l2,mid,33.0962
arm_a_l2,mid,33.0975
arm_a_l2,mid,34.2381
arm_a_l2,mid,32.2855
arm_a_l2,mid,35.3023
arm_a_l2,mid,34.1454
arm_a_l2,mid,33.2632
arm_a_l2,mid,32.6899
arm_a_l2,mid,32.8939
arm_a_l2,mid,34.4604
arm_a_l2,mid,33.6275
arm_a_l2,mid,33.7545
arm_a_l2,mid,32.7912
arm_a_l2,mid,32.1758
arm_a_l2,mid,34.3316
arm_a_l2,mid,35.527
arm_a_l2,mid,33.3912
arm_a_l2,mid,33.0165
arm_a_l2,mid,34.3539
arm_a_l2,mid,33.8819
arm_a_l2,mid,34.3881
arm_a_l2,mid,35.1382
arm_a_l2,mid,34.6323
arm_a_l2,mid,34.7337
arm_a_l2,mid,34.7576
arm_a_l2,mid,35.8464
arm_a_l2,mid,35.9643
arm_a_l2,mid,35.7827
arm_a_l2,mid,33.8619
arm_a_l2,mid,34.0574
arm_a_l2,mid,31.6458
arm_a_l2,mid,33.5437
arm_a_l2,mid,33.3202
arm_a_l2,mid,34.092
arm_a_l2,mid,33.2313
arm_a_l2,mid,34.9883
arm_a_l2,mid,34.8183
arm_a_l2,mid,34.7318
arm_a_l2,mid,32.9042
arm_a_l2,mid,33.7179
