model,class,psnr,ssim,lpips
H (PP-VAE),Normal,32.02690287916963,0.8652404546737671,0.28885990381240845
DnCNN,Normal,32.1960275395868,0.8694013357162476,0.277940034866333
SCUNet,Normal,34.28772466391219,0.9157288670539856,0.17379702627658844
A (L2),Normal,34.07688000256428,0.9225625395774841,0.16293847560882568
D (NLL+SSIM+FFL),Normal,32.62086412365497,0.8986518979072571,0.2117808759212494
H (PP-VAE),Normal,31.84243650050389,0.8788182735443115,0.25881248712539673
DnCNN,Normal,31.997621050410018,0.8790646195411682,0.2509491741657257
SCUNet,Normal,34.074178225788174,0.9243090748786926,0.16225498914718628
A (L2),Normal,33.98443590077341,0.9163974523544312,0.1908240020275116
D (NLL+SSIM+FFL),Normal,32.989007735209825,0.8979308009147644,0.23786622285842896
H (PP-VAE),Normal,32.174748901347215,0.8763341307640076,0.2998991310596466
DnCNN,Normal,32.27010510129566,0.8760318756103516,0.2906810939311981
SCUNet,Normal,34.0687181006014,0.9187783002853394,0.18307630717754364
A (L2),Normal,35.36182154489794,0.9316648244857788,0.24325372278690338
D (NLL+SSIM+FFL),Normal,34.02929661030927,0.913083016872406,0.2903434634208679
H (PP-VAE),Normal,33.37624703479134,0.9024885296821594,0.31173282861709595
DnCNN,Normal,33.41017575734918,0.8931211233139038,0.2947697341442108
SCUNet,Normal,35.37672054274198,0.9328734278678894,0.238714337348938
A (L2),Normal,35.21612564236857,0.9209200143814087,0.26066797971725464
D (NLL+SSIM+FFL),Normal,33.90723950278811,0.9003877639770508,0.3393827974796295
H (PP-VAE),Normal,33.09522219771572,0.8842693567276001,0.37682753801345825
DnCNN,Normal,33.09788953880372,0.8794514536857605,0.3620309829711914
SCUNet,Normal,35.33392641734025,0.9225479364395142,0.2531164586544037
A (L2),Normal,35.21189189353648,0.9267643094062805,0.16503295302391052
D (NLL+SSIM+FFL),Normal,33.706350141135964,0.9023605585098267,0.21122878789901733
H (PP-VAE),Normal,32.85858960096322,0.8852128386497498,0.2642088234424591
DnCNN,Normal,32.982877108746365,0.8812219500541687,0.26111477613449097
SCUNet,Normal,35.3053468888468,0.929100751876831,0.161482036113739
A (L2),Normal,33.112919015973155,0.8777433037757874,0.267042338848114
D (NLL+SSIM+FFL),Normal,31.85872524840955,0.848516047000885,0.32300233840942383
H (PP-VAE),Normal,31.188967434101894,0.8319031596183777,0.3573225736618042
DnCNN,Normal,31.205024752288555,0.8278350234031677,0.3396288752555847
SCUNet,Normal,33.28696180166692,0.8790159821510315,0.2608198821544647
A (L2),Normal,33.23171173336243,0.9159131646156311,0.1680941879749298
D (NLL+SSIM+FFL),Normal,31.94221768084741,0.8914023637771606,0.2139548659324646
H (PP-VAE),Normal,30.964769849146098,0.8673543334007263,0.26638832688331604
DnCNN,Normal,31.254837248492677,0.8699194192886353,0.24448630213737488
SCUNet,Normal,33.34067094536378,0.9177753329277039,0.1638462096452713
A (L2),Normal,30.854106661371286,0.875731885433197,0.19445767998695374
D (NLL+SSIM+FFL),Normal,29.74184873430896,0.8424830436706543,0.23365214467048645
H (PP-VAE),Normal,28.97071541658356,0.8222549557685852,0.27645716071128845
DnCNN,Normal,29.15124241256946,0.8197122812271118,0.26481369137763977
SCUNet,Normal,30.940557570396724,0.8775230050086975,0.19395971298217773
A (L2),Normal,32.97281358890832,0.8810033202171326,0.23935219645500183
D (NLL+SSIM+FFL),Normal,31.739171741598717,0.8556433320045471,0.28437724709510803
H (PP-VAE),Normal,31.035834120230582,0.8366051316261292,0.3139321506023407
DnCNN,Normal,31.231411587531376,0.8339145183563232,0.2931727468967438
SCUNet,Normal,33.14927063688989,0.8846593499183655,0.23400893807411194
A (L2),Normal,32.908973499871855,0.881483793258667,0.22007322311401367
D (NLL+SSIM+FFL),Normal,32.0001396841817,0.861943244934082,0.26055681705474854
H (PP-VAE),Normal,31.408565776541153,0.8469937443733215,0.30832698941230774
DnCNN,Normal,31.54007757866889,0.8461979627609253,0.2715151906013489
SCUNet,Normal,33.009790655809226,0.8838352560997009,0.2147698998451233
A (L2),Normal,33.459905521300705,0.8941551446914673,0.22180619835853577
D (NLL+SSIM+FFL),Normal,32.298213163662986,0.8688316345214844,0.2524804472923279
H (PP-VAE),Normal,31.45656782176866,0.8477138876914978,0.2882313132286072
DnCNN,Normal,31.63214810543068,0.8424922823905945,0.28374677896499634
SCUNet,Normal,33.64281721862517,0.8974427580833435,0.21469679474830627
A (L2),Normal,32.67169286028324,0.8653631806373596,0.23785991966724396
D (NLL+SSIM+FFL),Normal,31.686859869661976,0.8406463265419006,0.28819042444229126
H (PP-VAE),Normal,31.333747673457246,0.8287326097488403,0.3232716917991638
DnCNN,Normal,31.32670990114072,0.8245369791984558,0.3183653950691223
SCUNet,Normal,32.83263737732454,0.8707070350646973,0.22907455265522003
A (L2),Normal,34.61590275182537,0.9153842926025391,0.20316943526268005
D (NLL+SSIM+FFL),Normal,33.21503938343152,0.8945032954216003,0.25176024436950684
H (PP-VAE),Normal,32.46425449082446,0.8816070556640625,0.2797527015209198
DnCNN,Normal,32.77421854824037,0.8812620043754578,0.2640816271305084
SCUNet,Normal,34.73790903692126,0.9178709983825684,0.19973339140415192
A (L2),Normal,34.11943974524938,0.9260988235473633,0.18418000638484955
D (NLL+SSIM+FFL),Normal,32.72717868556542,0.9054725170135498,0.2464974820613861
H (PP-VAE),Normal,31.690381068013032,0.8856393694877625,0.29749464988708496
DnCNN,Normal,32.20207376223111,0.8869455456733704,0.2655578851699829
SCUNet,Normal,34.36720962364872,0.9294309616088867,0.1756429821252823
A (L2),Normal,34.06225822288516,0.9282276034355164,0.16106855869293213
D (NLL+SSIM+FFL),Normal,32.69234716326288,0.906692385673523,0.2257675677537918
H (PP-VAE),Normal,31.870392364159517,0.8871489763259888,0.27868878841400146
DnCNN,Normal,32.0131936275554,0.8868468403816223,0.2694222331047058
SCUNet,Normal,34.11041586649815,0.9307498931884766,0.1524643748998642
A (L2),Normal,32.253733558417224,0.8704922795295715,0.21298454701900482
D (NLL+SSIM+FFL),Normal,31.291917103536363,0.8439279794692993,0.2606405019760132
H (PP-VAE),Normal,30.675962616259994,0.8243466019630432,0.31418874859809875
DnCNN,Normal,30.8515839774629,0.8254953622817993,0.2970091700553894
SCUNet,Normal,32.34971778837046,0.8727057576179504,0.21099799871444702
A (L2),Normal,33.329387898113076,0.8929834365844727,0.20711395144462585
D (NLL+SSIM+FFL),Normal,31.928922526537207,0.8595334887504578,0.280592143535614
H (PP-VAE),Normal,31.06385921439444,0.834224283695221,0.35403668880462646
DnCNN,Normal,31.21868205337458,0.8349900245666504,0.3478243350982666
SCUNet,Normal,33.38531885548184,0.8957902193069458,0.20305034518241882
A (L2),Normal,31.888247008614208,0.8479448556900024,0.2584070563316345
D (NLL+SSIM+FFL),Normal,31.127309534147834,0.822034478187561,0.3134925961494446
H (PP-VAE),Normal,30.641703595306453,0.8035985231399536,0.34468144178390503
DnCNN,Normal,30.683254531282703,0.8009402751922607,0.33621054887771606
SCUNet,Normal,32.12521208082569,0.8547828197479248,0.25049036741256714
A (L2),Normal,31.89024590085385,0.8806500434875488,0.20080432295799255
D (NLL+SSIM+FFL),Normal,30.457520489687447,0.8528445363044739,0.25539809465408325
H (PP-VAE),Normal,29.802700216173722,0.8340834379196167,0.29490551352500916
DnCNN,Normal,30.11421878673906,0.8301711678504944,0.2824288010597229
SCUNet,Normal,32.025766579170686,0.8830788731575012,0.19660069048404694
A (L2),Normal,33.965697721776216,0.9066799283027649,0.19325636327266693
D (NLL+SSIM+FFL),Normal,32.87212925279796,0.8866469264030457,0.23908576369285583
H (PP-VAE),Normal,32.188208673237135,0.8687637448310852,0.29136115312576294
DnCNN,Normal,32.19737992099924,0.8677388429641724,0.2857443690299988
SCUNet,Normal,34.00309927519441,0.906898021697998,0.18554674088954926
A (L2),Normal,34.474779112034035,0.9112648367881775,0.20883400738239288
D (NLL+SSIM+FFL),Normal,33.29446193607413,0.887911319732666,0.25315722823143005
H (PP-VAE),Normal,32.605653173055856,0.8734182119369507,0.27509984374046326
DnCNN,Normal,32.684677763541046,0.8706272840499878,0.2708195745944977
SCUNet,Normal,34.61087132018782,0.9149872064590454,0.20527306199073792
A (L2),Normal,33.313494932525124,0.9010542631149292,0.20545750856399536
D (NLL+SSIM+FFL),Normal,32.20812589222484,0.8804811239242554,0.2409137487411499
H (PP-VAE),Normal,31.52852804819267,0.8662232160568237,0.27522212266921997
DnCNN,Normal,31.712970419580877,0.8627346158027649,0.26316481828689575
SCUNet,Normal,33.54319220121,0.9057047963142395,0.1958441585302353
A (L2),Normal,33.635226332991664,0.903976321220398,0.19988733530044556
D (NLL+SSIM+FFL),Normal,32.33366647430256,0.8789433836936951,0.24037206172943115
H (PP-VAE),Normal,31.326071417318914,0.8535583019256592,0.2886251211166382
DnCNN,Normal,31.50846243220507,0.8513314723968506,0.2709108293056488
SCUNet,Normal,33.70970157751987,0.9064581990242004,0.19857105612754822
A (L2),Normal,34.03506006588876,0.911618173122406,0.1941554695367813
D (NLL+SSIM+FFL),Normal,32.92913536033396,0.8892407417297363,0.22756889462471008
H (PP-VAE),Normal,32.0322622886193,0.871410071849823,0.2684886157512665
DnCNN,Normal,32.086064339107146,0.8675259351730347,0.2573776841163635
SCUNet,Normal,34.24327904530669,0.9139220118522644,0.187997967004776
A (L2),Normal,32.49000995418595,0.878718376159668,0.2258928418159485
D (NLL+SSIM+FFL),Normal,31.389643984923804,0.8550588488578796,0.2620897889137268
H (PP-VAE),Normal,30.758938546772182,0.8394304513931274,0.30397629737854004
DnCNN,Normal,30.863379339221403,0.8342276811599731,0.29804572463035583
SCUNet,Normal,32.569285327175564,0.8809534311294556,0.21905039250850677
A (L2),Normal,34.40901531820815,0.9273025989532471,0.1901075541973114
D (NLL+SSIM+FFL),Normal,33.02847357327603,0.9047073125839233,0.24510426819324493
H (PP-VAE),Normal,32.39215009192294,0.8906393051147461,0.28414642810821533
DnCNN,Normal,32.39223077850619,0.8685901761054993,0.30067718029022217
SCUNet,Normal,34.49144999736774,0.9281524419784546,0.1786690205335617
A (L2),Normal,34.103527576597756,0.901389479637146,0.2310749590396881
D (NLL+SSIM+FFL),Normal,33.06502844962036,0.8821049928665161,0.2660592794418335
H (PP-VAE),Normal,32.47208042963593,0.8716813325881958,0.2888502776622772
DnCNN,Normal,32.52678233342578,0.8655844330787659,0.26966923475265503
SCUNet,Normal,34.15753032663681,0.9026403427124023,0.2302038073539734
A (L2),Normal,33.67846216887465,0.8929945230484009,0.23515407741069794
D (NLL+SSIM+FFL),Normal,32.663815664566236,0.8747087121009827,0.26128315925598145
H (PP-VAE),Normal,32.03176584380729,0.8592653274536133,0.2853408753871918
DnCNN,Normal,31.999797532097265,0.8535606265068054,0.27379804849624634
SCUNet,Normal,33.69053862547719,0.8940134048461914,0.23168529570102692
A (L2),Normal,31.858816388489004,0.8727519512176514,0.22133387625217438
D (NLL+SSIM+FFL),Normal,30.978142560571094,0.8487495183944702,0.2617420554161072
H (PP-VAE),Normal,30.359288528988486,0.8309546709060669,0.3029176890850067
DnCNN,Normal,30.636916408644144,0.8340182900428772,0.27459174394607544
SCUNet,Normal,31.916313997661018,0.8735635876655579,0.21599280834197998
A (L2),Normal,34.58463723925776,0.9322941303253174,0.1655445396900177
D (NLL+SSIM+FFL),Normal,32.91986685631505,0.9054723978042603,0.22395750880241394
H (PP-VAE),Normal,31.97311672556218,0.8849601149559021,0.2835165858268738
DnCNN,Normal,32.21649868842317,0.887175977230072,0.2635871171951294
SCUNet,Normal,34.52495847101535,0.9316355586051941,0.16605022549629211
A (L2),Normal,35.903668277604226,0.9394397735595703,0.20929759740829468
D (NLL+SSIM+FFL),Normal,34.161335153536896,0.9166198968887329,0.28889045119285583
H (PP-VAE),Normal,33.38658290358094,0.9037840366363525,0.3329591453075409
DnCNN,Normal,33.27578097625568,0.8978309631347656,0.3258160650730133
SCUNet,Normal,36.055460315725945,0.9402819275856018,0.20035028457641602
A (L2),Normal,32.69475368315827,0.8984631299972534,0.19399404525756836
D (NLL+SSIM+FFL),Normal,31.594305586579104,0.87537682056427,0.2219262421131134
H (PP-VAE),Normal,30.77764199977013,0.85799640417099,0.2526320219039917
DnCNN,Normal,31.04126912070882,0.85653156042099,0.24103112518787384
SCUNet,Normal,32.79203900910276,0.90146404504776,0.18787401914596558
A (L2),Normal,32.983454910558706,0.888670802116394,0.20840027928352356
D (NLL+SSIM+FFL),Normal,31.766970992236914,0.8641850352287292,0.24937358498573303
H (PP-VAE),Normal,30.717928611365362,0.8396046161651611,0.29637259244918823
DnCNN,Normal,30.97255444492067,0.8365280628204346,0.2956947088241577
SCUNet,Normal,33.112958359376,0.8916566967964172,0.2007492184638977
A (L2),Normal,33.09435303559692,0.8967782258987427,0.19148139655590057
D (NLL+SSIM+FFL),Normal,31.939609127468355,0.872979462146759,0.23538821935653687
H (PP-VAE),Normal,31.141729938427588,0.8525763750076294,0.2894594967365265
DnCNN,Normal,31.228440629076857,0.8482032418251038,0.2725260853767395
SCUNet,Normal,33.23711465915706,0.8997240662574768,0.1875852793455124
A (L2),Normal,33.49700197871935,0.8993395566940308,0.2157282829284668
D (NLL+SSIM+FFL),Normal,32.42086989824577,0.8741900324821472,0.24700380861759186
H (PP-VAE),Normal,31.5501202645071,0.8544800877571106,0.27857375144958496
DnCNN,Normal,31.743141572273732,0.853689968585968,0.2659088969230652
SCUNet,Normal,33.568932954849295,0.9005995392799377,0.2121046781539917
A (L2),Normal,33.79905985190654,0.9106337428092957,0.1866338849067688
D (NLL+SSIM+FFL),Normal,32.46406946653151,0.8860296010971069,0.23312143981456757
H (PP-VAE),Normal,31.49382619488823,0.8625037670135498,0.2920114994049072
DnCNN,Normal,31.75307656558873,0.8603033423423767,0.27038076519966125
SCUNet,Normal,33.86171447457865,0.9117755889892578,0.18266624212265015
A (L2),Normal,34.25147188366223,0.9197138547897339,0.22086140513420105
D (NLL+SSIM+FFL),Normal,33.2323273350061,0.9045813679695129,0.2702453136444092
H (PP-VAE),Normal,32.423354034295016,0.8899075984954834,0.3018520474433899
DnCNN,Normal,32.62835025289755,0.8858705163002014,0.2998717725276947
SCUNet,Normal,34.42805209184966,0.9215256571769714,0.2175024449825287
A (L2),Normal,32.594777610584195,0.8940021991729736,0.1874692738056183
D (NLL+SSIM+FFL),Normal,31.3707599099877,0.8639259934425354,0.23153311014175415
H (PP-VAE),Normal,30.331341896747517,0.8379878997802734,0.2955629527568817
DnCNN,Normal,30.726643399566814,0.8399640321731567,0.27267229557037354
SCUNet,Normal,32.697836163950086,0.8969602584838867,0.18374088406562805
A (L2),Normal,33.37647943017409,0.9037938714027405,0.19640055298805237
D (NLL+SSIM+FFL),Normal,32.06951175720604,0.8756227493286133,0.24118804931640625
H (PP-VAE),Normal,31.43438003937685,0.8598619103431702,0.2782338261604309
DnCNN,Normal,31.532979383293732,0.8570323586463928,0.28032779693603516
SCUNet,Normal,33.51460446030929,0.907346248626709,0.18833887577056885
A (L2),Normal,33.15892551666714,0.9013493657112122,0.18961766362190247
D (NLL+SSIM+FFL),Normal,32.35229667484501,0.8815914392471313,0.24448281526565552
H (PP-VAE),Normal,31.849766792451074,0.8662668466567993,0.2803005874156952
DnCNN,Normal,32.01709149004151,0.8682344555854797,0.27497920393943787
SCUNet,Normal,33.10919232716098,0.9017417430877686,0.18818369507789612
A (L2),Normal,32.8836173950198,0.8870920538902283,0.22159212827682495
D (NLL+SSIM+FFL),Normal,32.00937233542782,0.8676161766052246,0.2685163617134094
H (PP-VAE),Normal,31.49036668657707,0.8545224070549011,0.31283316016197205
DnCNN,Normal,31.47891325001853,0.8481895327568054,0.3064844012260437
SCUNet,Normal,32.90093341191604,0.8879512548446655,0.21602477133274078
A (L2),Normal,33.72063918028642,0.9121003150939941,0.17618948221206665
D (NLL+SSIM+FFL),Normal,32.19752625161304,0.8840590119361877,0.22725644707679749
H (PP-VAE),Normal,31.430677257232166,0.8669003248214722,0.27123552560806274
DnCNN,Normal,31.64210403791204,0.8649740815162659,0.2704424262046814
SCUNet,Normal,33.80207408987334,0.9143368601799011,0.1713401973247528
A (L2),Normal,33.01764756679755,0.9037205576896667,0.17441986501216888
D (NLL+SSIM+FFL),Normal,31.57205671056955,0.8738818168640137,0.22520703077316284
H (PP-VAE),Normal,30.594708155658836,0.8511361479759216,0.2840152084827423
DnCNN,Normal,30.749035218853102,0.8465308547019958,0.2760198712348938
SCUNet,Normal,33.15055370349234,0.9061665534973145,0.1696723997592926
A (L2),Normal,34.68021994491162,0.9193169474601746,0.19397857785224915
D (NLL+SSIM+FFL),Normal,33.31215821332369,0.8954063057899475,0.252106249332428
H (PP-VAE),Normal,32.59962755938899,0.8790500164031982,0.3030049800872803
DnCNN,Normal,32.55332380239519,0.8757207989692688,0.2774105668067932
SCUNet,Normal,34.93254724161843,0.9223783016204834,0.18576514720916748
A (L2),Normal,34.63642625519026,0.9134396910667419,0.19466418027877808
D (NLL+SSIM+FFL),Normal,33.660212472062234,0.9014154672622681,0.23180648684501648
H (PP-VAE),Normal,33.12844901573859,0.8883945345878601,0.2599745988845825
DnCNN,Normal,33.29438043121064,0.8835567831993103,0.2558959126472473
SCUNet,Normal,34.710078262961446,0.9163838028907776,0.1900082677602768
A (L2),Normal,33.98801442827671,0.9026873707771301,0.20022204518318176
D (NLL+SSIM+FFL),Normal,32.955360937492536,0.8851671814918518,0.23609988391399384
H (PP-VAE),Normal,32.332900328618344,0.8711728453636169,0.27203723788261414
DnCNN,Normal,32.42012837690625,0.8661342859268188,0.2778434455394745
SCUNet,Normal,34.33507788282344,0.909456193447113,0.18976542353630066
A (L2),Normal,33.26733689578913,0.9026970267295837,0.18037152290344238
D (NLL+SSIM+FFL),Normal,31.932872873493654,0.8732262849807739,0.24113807082176208
H (PP-VAE),Normal,31.133262610320394,0.8531600832939148,0.29842981696128845
DnCNN,Normal,31.37600519820133,0.853687584400177,0.27506738901138306
SCUNet,Normal,33.31067426483516,0.9040610790252686,0.17715485394001007
A (L2),Normal,32.52789879471451,0.8934532403945923,0.19422857463359833
D (NLL+SSIM+FFL),Normal,31.449745890297685,0.8672791123390198,0.23601379990577698
H (PP-VAE),Normal,30.77963260922871,0.8520514369010925,0.2738555371761322
DnCNN,Normal,30.906729073658703,0.8470076322555542,0.2689800262451172
SCUNet,Normal,32.57061197587076,0.8946428894996643,0.18461933732032776
A (L2),Normal,32.42253966749538,0.8696376085281372,0.25971901416778564
D (NLL+SSIM+FFL),Normal,31.60230245431677,0.8494232892990112,0.3052743077278137
H (PP-VAE),Normal,31.113374561606314,0.836568295955658,0.32752612233161926
DnCNN,Normal,31.30694744196692,0.8364914655685425,0.3231310248374939
SCUNet,Normal,32.565728583239235,0.8737257122993469,0.25499123334884644
A (L2),Normal,33.75238218978067,0.9219968914985657,0.15530997514724731
D (NLL+SSIM+FFL),Normal,32.53720943445963,0.8980887532234192,0.2063516229391098
H (PP-VAE),Normal,31.615650174955302,0.8752790689468384,0.2631565034389496
DnCNN,Normal,31.835198791502613,0.8700973391532898,0.259712278842926
SCUNet,Normal,33.708760598782234,0.9232441782951355,0.14755812287330627
A (L2),Normal,34.69382660522832,0.9323148727416992,0.17798477411270142
D (NLL+SSIM+FFL),Normal,33.21369871345719,0.9097474813461304,0.23976661264896393
H (PP-VAE),Normal,32.141608255851835,0.8885090351104736,0.2838749885559082
DnCNN,Normal,32.337287486639156,0.8868142366409302,0.2808937430381775
SCUNet,Normal,34.74547382924477,0.9308657050132751,0.1653958410024643
A (L2),Normal,34.684186413402045,0.930387556552887,0.18399477005004883
D (NLL+SSIM+FFL),Normal,32.8963537705885,0.9049785733222961,0.2519874572753906
H (PP-VAE),Normal,31.77284654943672,0.8827750086784363,0.3049214482307434
DnCNN,Normal,32.199436968454705,0.8808844685554504,0.2885376811027527
SCUNet,Normal,34.87622728596758,0.9320118427276611,0.18253004550933838
A (L2),Normal,33.220806066160876,0.8997101187705994,0.20005035400390625
D (NLL+SSIM+FFL),Normal,32.111309491599,0.8730712532997131,0.2410726249217987
H (PP-VAE),Normal,31.386225400806293,0.8557645082473755,0.27803313732147217
DnCNN,Normal,31.55526460998123,0.8511829972267151,0.2598625719547272
SCUNet,Normal,33.338613359732896,0.9027480483055115,0.19356873631477356
A (L2),Normal,32.600308364754596,0.8632239103317261,0.2614840865135193
D (NLL+SSIM+FFL),Normal,31.926529933474765,0.8440565466880798,0.30690866708755493
H (PP-VAE),Normal,31.460395365255142,0.8312436938285828,0.3444984555244446
DnCNN,Normal,31.49685490247662,0.8270288705825806,0.3403463363647461
SCUNet,Normal,32.658696773890156,0.8663932681083679,0.2537422180175781
A (L2),Normal,32.65050707073546,0.8857499957084656,0.19790129363536835
D (NLL+SSIM+FFL),Normal,31.703994825484003,0.8667227029800415,0.24146632850170135
H (PP-VAE),Normal,30.8670985908056,0.8476080298423767,0.2927184998989105
DnCNN,Normal,31.214759007179246,0.8508326411247253,0.27580827474594116
SCUNet,Normal,32.79128373119731,0.8892478942871094,0.18946708738803864
A (L2),Normal,34.761851413159036,0.9162567853927612,0.22169461846351624
D (NLL+SSIM+FFL),Normal,33.36911126498428,0.8889023065567017,0.3083847761154175
H (PP-VAE),Normal,32.491858628891876,0.8687660694122314,0.3689979314804077
DnCNN,Normal,32.298047094714185,0.8618519902229309,0.361447274684906
SCUNet,Normal,34.77981732689318,0.9171984791755676,0.21917465329170227
A (L2),Normal,32.806453376773504,0.876456081867218,0.21931248903274536
D (NLL+SSIM+FFL),Normal,31.638719445678014,0.847664475440979,0.2758703827857971
H (PP-VAE),Normal,31.237112900078387,0.8339149355888367,0.3187546133995056
DnCNN,Normal,31.24890772288088,0.8318901062011719,0.2952191233634949
SCUNet,Normal,32.83862161147567,0.8784425854682922,0.2148246467113495
A (L2),Normal,33.658930217580576,0.9142880439758301,0.1695926934480667
D (NLL+SSIM+FFL),Normal,32.192872502798984,0.8851631283760071,0.23451057076454163
H (PP-VAE),Normal,31.122870946408916,0.860939621925354,0.2903684675693512
DnCNN,Normal,31.391225433436478,0.8595986366271973,0.2809562087059021
SCUNet,Normal,33.86024712707995,0.9193574786186218,0.16362997889518738
A (L2),Normal,35.25123712284875,0.9162783026695251,0.2434728890657425
D (NLL+SSIM+FFL),Normal,34.04905959748575,0.8968018889427185,0.2798866927623749
H (PP-VAE),Normal,33.50331093542699,0.88504958152771,0.30294594168663025
DnCNN,Normal,33.32404428632746,0.8768634796142578,0.2752947509288788
SCUNet,Normal,35.30875343803549,0.9177815318107605,0.24150758981704712
A (L2),Normal,33.87173316485196,0.9198693037033081,0.1650385856628418
D (NLL+SSIM+FFL),Normal,32.728495707392554,0.898709774017334,0.20231978595256805
H (PP-VAE),Normal,31.822111012896258,0.877495288848877,0.24457231163978577
DnCNN,Normal,32.00830724694939,0.8779814839363098,0.22484193742275238
SCUNet,Normal,33.968838101232166,0.9216252565383911,0.16081106662750244
A (L2),Normal,33.310942730634345,0.9034407734870911,0.17541652917861938
D (NLL+SSIM+FFL),Normal,32.065849279353614,0.87855064868927,0.22118404507637024
H (PP-VAE),Normal,31.293468123662148,0.8627797365188599,0.26209500432014465
DnCNN,Normal,31.516232393348286,0.860998272895813,0.24691355228424072
SCUNet,Normal,33.46837914704021,0.9056975245475769,0.17243501543998718
A (L2),Normal,32.639107473893326,0.8803571462631226,0.2373896837234497
D (NLL+SSIM+FFL),Normal,31.735300152137917,0.8597471714019775,0.2750440239906311
H (PP-VAE),Normal,31.193207605168205,0.8464418053627014,0.30003678798675537
DnCNN,Normal,31.253249357411292,0.8411384224891663,0.2903618812561035
SCUNet,Normal,32.69128251574206,0.8818619251251221,0.23726409673690796
A (L2),Normal,34.43753321281874,0.9320060610771179,0.14698438346385956
D (NLL+SSIM+FFL),Normal,32.919206849692934,0.9056769013404846,0.198263481259346
H (PP-VAE),Normal,31.896929221181523,0.8818066716194153,0.26525425910949707
DnCNN,Normal,32.12995897569001,0.8847473859786987,0.24334752559661865
SCUNet,Normal,34.40695237347849,0.9309912323951721,0.14522835612297058
A (L2),Normal,32.0322421068293,0.8504303097724915,0.2606700658798218
D (NLL+SSIM+FFL),Normal,30.93856714030803,0.8167827725410461,0.30349311232566833
H (PP-VAE),Normal,30.020909995422194,0.7866356372833252,0.35662516951560974
DnCNN,Normal,30.40979913829101,0.7969992756843567,0.32451921701431274
SCUNet,Normal,32.04151056636802,0.849751353263855,0.2608427405357361
A (L2),Normal,34.405552988855334,0.9160302877426147,0.1806168258190155
D (NLL+SSIM+FFL),Normal,33.124006203325116,0.8937220573425293,0.23811322450637817
H (PP-VAE),Normal,32.53472005297122,0.8795931339263916,0.2748596668243408
DnCNN,Normal,32.51601878322093,0.8777151107788086,0.26729893684387207
SCUNet,Normal,34.29723072410659,0.9171350002288818,0.18144947290420532
A (L2),Normal,32.9292832376817,0.8996699452400208,0.18398919701576233
D (NLL+SSIM+FFL),Normal,31.60204691419181,0.8736568093299866,0.23160970211029053
H (PP-VAE),Normal,30.568399194190988,0.8488274216651917,0.29310694336891174
DnCNN,Normal,30.957646469498567,0.850562334060669,0.2858958840370178
SCUNet,Normal,33.2037792324057,0.9057220816612244,0.1773858368396759
A (L2),Normal,34.81451117211091,0.9256163239479065,0.18061360716819763
D (NLL+SSIM+FFL),Normal,33.707159414186265,0.907418966293335,0.2222437709569931
H (PP-VAE),Normal,32.925533273959424,0.8895928263664246,0.27601712942123413
DnCNN,Normal,33.08982342423441,0.8889549970626831,0.26101285219192505
SCUNet,Normal,34.785061398274436,0.9266723394393921,0.17394989728927612
A (L2),Normal,33.60145723558104,0.9196408987045288,0.17818933725357056
D (NLL+SSIM+FFL),Normal,32.1985058293365,0.8945646286010742,0.213809996843338
H (PP-VAE),Normal,31.042019387577156,0.87263023853302,0.25481274724006653
DnCNN,Normal,31.344829287160522,0.8735633492469788,0.23816430568695068
SCUNet,Normal,33.64781912272955,0.9201330542564392,0.17654314637184143
A (L2),Normal,33.09104397591578,0.896205723285675,0.1956869661808014
D (NLL+SSIM+FFL),Normal,31.872633607470586,0.8706668019294739,0.2538764476776123
H (PP-VAE),Normal,31.023528347279388,0.8483017086982727,0.29541289806365967
DnCNN,Normal,31.257010151461635,0.8496086001396179,0.2906673848628998
SCUNet,Normal,33.25960390176362,0.8972174525260925,0.1965331733226776
A (L2),Normal,33.016488983388584,0.8847481608390808,0.2135515809059143
D (NLL+SSIM+FFL),Normal,31.91099403183624,0.856685221195221,0.26569098234176636
H (PP-VAE),Normal,31.31538004943839,0.8385927677154541,0.312423437833786
DnCNN,Normal,31.42433235429762,0.8377152681350708,0.2923427224159241
SCUNet,Normal,33.18696527862598,0.8877557516098022,0.20419669151306152
A (L2),Normal,34.75300197756327,0.9192226529121399,0.1864936351776123
D (NLL+SSIM+FFL),Normal,33.288334985620914,0.8953588008880615,0.23591114580631256
H (PP-VAE),Normal,32.456804914646604,0.8777113556861877,0.2757328748703003
DnCNN,Normal,32.6410643828764,0.8747943639755249,0.2680281400680542
SCUNet,Normal,34.89055434769334,0.9209036827087402,0.18422359228134155
A (L2),Normal,34.0331877593713,0.9073976278305054,0.20879879593849182
D (NLL+SSIM+FFL),Normal,32.643456584223635,0.8811378479003906,0.25741076469421387
H (PP-VAE),Normal,32.006016967179605,0.866856038570404,0.2955682873725891
DnCNN,Normal,32.050965455904205,0.8600994348526001,0.2878851592540741
SCUNet,Normal,34.223012037224734,0.9099679589271545,0.2067231982946396
A (L2),Bacterial,35.0879416425322,0.9247526526451111,0.2561156153678894
D (NLL+SSIM+FFL),Bacterial,33.82465937573758,0.9046756029129028,0.3263336420059204
H (PP-VAE),Bacterial,33.288153881563844,0.8940683603286743,0.36421868205070496
DnCNN,Bacterial,32.97996615710518,0.8815065026283264,0.3841744661331177
