model,class,psnr,ssim,lpips
DnCNN,Bacterial,33.13438868850115,0.8796704411506653,0.3487013280391693
SCUNet,Bacterial,34.79830122280927,0.9142014980316162,0.30304956436157227
A (L2),Bacterial,33.79844028193495,0.891285240650177,0.2431240677833557
D (NLL+SSIM+FFL),Bacterial,32.68276534109704,0.8716142773628235,0.26372063159942627
H (PP-VAE),Bacterial,32.044918578576876,0.8550771474838257,0.29502660036087036
DnCNN,Bacterial,32.11615478193745,0.8510460257530212,0.27476128935813904
SCUNet,Bacterial,33.92268679271473,0.8943467140197754,0.23940487205982208
A (L2),Bacterial,35.99139189229713,0.9368440508842468,0.25887584686279297
D (NLL+SSIM+FFL),Bacterial,34.87700040955536,0.9215336441993713,0.32322755455970764
H (PP-VAE),Bacterial,34.432751832073166,0.9147186875343323,0.34278738498687744
DnCNN,Bacterial,34.194971582183484,0.9048621654510498,0.3333398699760437
SCUNet,Bacterial,36.146816425632736,0.9375028014183044,0.25579833984375
A (L2),Bacterial,35.49182042542446,0.9292691349983215,0.2672407925128937
D (NLL+SSIM+FFL),Bacterial,34.32436574678624,0.9119577407836914,0.3280041217803955
H (PP-VAE),Bacterial,33.833376008332515,0.9041842818260193,0.35701271891593933
DnCNN,Bacterial,33.68607797298015,0.8966130018234253,0.3392954468727112
SCUNet,Bacterial,35.60173035528126,0.9305641055107117,0.2562885582447052
A (L2),Bacterial,35.3664493519274,0.9392746686935425,0.2786279022693634
D (NLL+SSIM+FFL),Bacterial,34.21883259138382,0.9226847290992737,0.3552291989326477
H (PP-VAE),Bacterial,33.74144192913481,0.9162023663520813,0.37130194902420044
DnCNN,Bacterial,33.70577540254273,0.9058446288108826,0.3706326484680176
SCUNet,Bacterial,35.79021942942883,0.9428344368934631,0.26954764127731323
A (L2),Bacterial,35.03539231314838,0.9285069704055786,0.223954975605011
D (NLL+SSIM+FFL),Bacterial,33.86014782536863,0.9078848958015442,0.29539918899536133
H (PP-VAE),Bacterial,32.96297687287979,0.8895329236984253,0.34408271312713623
DnCNN,Bacterial,32.902550300365185,0.8842681050300598,0.3519819676876068
SCUNet,Bacterial,35.1923040988096,0.929649829864502,0.21437957882881165
A (L2),Bacterial,35.221280319451786,0.9223387837409973,0.22829529643058777
D (NLL+SSIM+FFL),Bacterial,33.6859125781168,0.8909831643104553,0.30507904291152954
H (PP-VAE),Bacterial,32.937800631544654,0.8732430338859558,0.3462584614753723
DnCNN,Bacterial,32.845187913139355,0.8672295212745667,0.3530919551849365
SCUNet,Bacterial,35.212495023044355,0.9231076836585999,0.21338805556297302
A (L2),Bacterial,35.58225726839704,0.9316984415054321,0.24912656843662262
D (NLL+SSIM+FFL),Bacterial,34.184154220783924,0.9094890356063843,0.33873289823532104
H (PP-VAE),Bacterial,33.607822129549106,0.8982323408126831,0.37712734937667847
DnCNN,Bacterial,33.539150663440616,0.8916181921958923,0.37034255266189575
SCUNet,Bacterial,35.66674198527645,0.9330193400382996,0.24586237967014313
A (L2),Bacterial,32.388143959123745,0.9001409411430359,0.2603633403778076
D (NLL+SSIM+FFL),Bacterial,31.39104643832454,0.8806179165840149,0.28916260600090027
H (PP-VAE),Bacterial,30.770174614412895,0.8689548373222351,0.30951446294784546
DnCNN,Bacterial,30.99141840979819,0.8643627166748047,0.30445241928100586
SCUNet,Bacterial,32.57100721644869,0.9034177660942078,0.24881896376609802
A (L2),Bacterial,33.64618668961655,0.9098477363586426,0.256120502948761
D (NLL+SSIM+FFL),Bacterial,32.719170510700835,0.8933191299438477,0.30263790488243103
H (PP-VAE),Bacterial,32.16894009345572,0.8814667463302612,0.3220895826816559
DnCNN,Bacterial,32.18999851264193,0.8776400685310364,0.3068593144416809
SCUNet,Bacterial,33.75148858750676,0.9112304449081421,0.24559134244918823
A (L2),Bacterial,33.67182723556992,0.9114824533462524,0.2186666578054428
D (NLL+SSIM+FFL),Bacterial,32.66822511511764,0.8938544988632202,0.2565454840660095
H (PP-VAE),Bacterial,32.10469743311807,0.8810191750526428,0.28901407122612
DnCNN,Bacterial,32.23535642119874,0.8817415833473206,0.25522273778915405
SCUNet,Bacterial,33.73395664943093,0.9127614498138428,0.21743324398994446
A (L2),Bacterial,32.90654011483649,0.9054888486862183,0.22175785899162292
D (NLL+SSIM+FFL),Bacterial,31.85827112784152,0.8872650265693665,0.2613793611526489
H (PP-VAE),Bacterial,31.33268999183968,0.8737035393714905,0.2899588942527771
DnCNN,Bacterial,31.50867996520937,0.874263346195221,0.2728111743927002
SCUNet,Bacterial,32.99642793847772,0.9068509936332703,0.2170698046684265
A (L2),Bacterial,32.25305910091577,0.9025474786758423,0.21947477757930756
D (NLL+SSIM+FFL),Bacterial,31.609512027120132,0.8882701396942139,0.2523963153362274
H (PP-VAE),Bacterial,31.109858788599396,0.8780898451805115,0.2660817801952362
DnCNN,Bacterial,31.375139795678663,0.8785067796707153,0.2522328495979309
SCUNet,Bacterial,32.37832747577369,0.9042184948921204,0.2207869589328766
A (L2),Bacterial,33.63132109282363,0.9102755188941956,0.25070831179618835
D (NLL+SSIM+FFL),Bacterial,32.897646756495305,0.8965098261833191,0.2949577569961548
H (PP-VAE),Bacterial,32.392650460617716,0.8867858648300171,0.32157737016677856
DnCNN,Bacterial,32.30714818892496,0.8808463215827942,0.30485060811042786
SCUNet,Bacterial,33.68411106815802,0.9111848473548889,0.25055259466171265
A (L2),Bacterial,34.925134942903924,0.9334689974784851,0.23126590251922607
D (NLL+SSIM+FFL),Bacterial,33.829970236259605,0.9188889861106873,0.27437061071395874
H (PP-VAE),Bacterial,33.0554896791195,0.9060397148132324,0.3113160729408264
DnCNN,Bacterial,33.10186006125466,0.9013702869415283,0.2880631685256958
SCUNet,Bacterial,35.04707240143962,0.9352542161941528,0.224419504404068
A (L2),Bacterial,35.070441118311386,0.9312682151794434,0.2576887905597687
D (NLL+SSIM+FFL),Bacterial,33.90291771844972,0.9162378907203674,0.30157309770584106
H (PP-VAE),Bacterial,33.32634319391048,0.9069814085960388,0.32916563749313354
DnCNN,Bacterial,33.28027158844939,0.9021679759025574,0.31634899973869324
SCUNet,Bacterial,35.182510300173476,0.9319826364517212,0.2478029429912567
A (L2),Bacterial,34.32616324434954,0.9223324656486511,0.1674957275390625
D (NLL+SSIM+FFL),Bacterial,33.41190039740759,0.9075649380683899,0.19308699667453766
H (PP-VAE),Bacterial,32.92780518681285,0.8992425203323364,0.2118779867887497
DnCNN,Bacterial,32.7335158951813,0.8890289664268494,0.21514372527599335
SCUNet,Bacterial,34.44471165132549,0.9241028428077698,0.16190113127231598
A (L2),Bacterial,36.14394840741456,0.9313331842422485,0.23999819159507751
D (NLL+SSIM+FFL),Bacterial,34.82815624748626,0.9114593267440796,0.3146534264087677
H (PP-VAE),Bacterial,34.10752293797045,0.8981462717056274,0.35290512442588806
DnCNN,Bacterial,33.85085242462224,0.8894785642623901,0.33935561776161194
SCUNet,Bacterial,36.271520169287285,0.9331825375556946,0.23090822994709015
A (L2),Bacterial,35.45072721212664,0.9396706819534302,0.21622076630592346
D (NLL+SSIM+FFL),Bacterial,33.81710216180593,0.9212836027145386,0.27497389912605286
H (PP-VAE),Bacterial,33.249762646058734,0.9094910621643066,0.31515926122665405
DnCNN,Bacterial,33.23981358103278,0.9008330702781677,0.304570734500885
SCUNet,Bacterial,35.60120334020934,0.9413905143737793,0.2106178104877472
A (L2),Bacterial,36.071507518934865,0.9391159415245056,0.23754101991653442
D (NLL+SSIM+FFL),Bacterial,34.85359931642335,0.9252626299858093,0.2980140447616577
H (PP-VAE),Bacterial,34.217941501033465,0.9172026515007019,0.3216174840927124
DnCNN,Bacterial,34.08168487092762,0.9072888493537903,0.30535128712654114
SCUNet,Bacterial,36.2108019337733,0.9394263625144958,0.2360643744468689
A (L2),Bacterial,35.737428432730034,0.937264621257782,0.2398507297039032
D (NLL+SSIM+FFL),Bacterial,34.61947070087483,0.9214436411857605,0.2923848032951355
H (PP-VAE),Bacterial,34.21350379683818,0.9158073663711548,0.3065043091773987
DnCNN,Bacterial,33.878402720558256,0.9035534858703613,0.31126096844673157
SCUNet,Bacterial,35.78171726331787,0.9388989806175232,0.2323656529188156
A (L2),Bacterial,35.916822300140126,0.9409502148628235,0.24056945741176605
D (NLL+SSIM+FFL),Bacterial,34.84359789699191,0.927512526512146,0.2811705768108368
H (PP-VAE),Bacterial,34.12990390207294,0.9182401895523071,0.30827054381370544
DnCNN,Bacterial,34.00509120014161,0.9103803038597107,0.2918078303337097
SCUNet,Bacterial,36.058939118393624,0.9433366060256958,0.22494077682495117
A (L2),Bacterial,33.2308866341468,0.8890810608863831,0.2576925456523895
D (NLL+SSIM+FFL),Bacterial,32.40699267804839,0.8714364767074585,0.2767769694328308
H (PP-VAE),Bacterial,31.804224237095028,0.85783851146698,0.29789721965789795
DnCNN,Bacterial,31.712335921761145,0.8507023453712463,0.2728414237499237
SCUNet,Bacterial,33.350549739686386,0.8919594883918762,0.2544514536857605
A (L2),Bacterial,35.498449918300544,0.9308927655220032,0.2310657948255539
D (NLL+SSIM+FFL),Bacterial,34.37960157875389,0.9147273302078247,0.28670793771743774
H (PP-VAE),Bacterial,33.53723319157427,0.900973379611969,0.32595378160476685
DnCNN,Bacterial,33.58864995025586,0.8973991274833679,0.30408698320388794
SCUNet,Bacterial,35.584707270410554,0.9317940473556519,0.2249421626329422
A (L2),Bacterial,34.29808076544322,0.9126653671264648,0.24136771261692047
D (NLL+SSIM+FFL),Bacterial,33.40082456706428,0.8945921659469604,0.30302244424819946
H (PP-VAE),Bacterial,32.75663210092081,0.8810619115829468,0.34106898307800293
DnCNN,Bacterial,32.698657712798614,0.8750593066215515,0.34093421697616577
SCUNet,Bacterial,34.439852097990375,0.9143494367599487,0.2345442771911621
A (L2),Bacterial,35.49821500965737,0.9259960651397705,0.2553764283657074
D (NLL+SSIM+FFL),Bacterial,34.17572029452767,0.9063893556594849,0.31396570801734924
H (PP-VAE),Bacterial,33.38604620324189,0.8925192952156067,0.3574860095977783
DnCNN,Bacterial,33.43848159051874,0.8871650695800781,0.34686988592147827
SCUNet,Bacterial,35.63523493028981,0.9280595183372498,0.25183799862861633
A (L2),Bacterial,33.707181376759486,0.9096590280532837,0.1879250407218933
D (NLL+SSIM+FFL),Bacterial,32.55487411399258,0.8862480521202087,0.2333325445652008
H (PP-VAE),Bacterial,31.83481037793873,0.8700611591339111,0.26449674367904663
DnCNN,Bacterial,31.962980625097003,0.8657046556472778,0.266132652759552
SCUNet,Bacterial,33.78097445276232,0.9110568761825562,0.18486149609088898
A (L2),Bacterial,35.24635516526625,0.9261255264282227,0.24085016548633575
D (NLL+SSIM+FFL),Bacterial,34.31080023393876,0.9144143462181091,0.2881079614162445
H (PP-VAE),Bacterial,33.77994667874363,0.9064313173294067,0.3149954676628113
DnCNN,Bacterial,33.59678646345604,0.8966881632804871,0.3180157542228699
SCUNet,Bacterial,35.34048287762816,0.9263727068901062,0.2388644516468048
A (L2),Bacterial,34.56348231177568,0.9347671866416931,0.2488500475883484
D (NLL+SSIM+FFL),Bacterial,33.31813381711348,0.9221905469894409,0.29278022050857544
H (PP-VAE),Bacterial,32.74585370828217,0.9132055044174194,0.31738096475601196
DnCNN,Bacterial,32.76007477822007,0.9016649127006531,0.32759544253349304
SCUNet,Bacterial,34.72748508894299,0.9347745180130005,0.24157053232192993
A (L2),Bacterial,34.453336112138565,0.9238683581352234,0.23928874731063843
D (NLL+SSIM+FFL),Bacterial,33.2782437583161,0.9068362712860107,0.29831042885780334
H (PP-VAE),Bacterial,32.82421505549202,0.8986669778823853,0.31888169050216675
DnCNN,Bacterial,32.879032421916165,0.8887419104576111,0.31285834312438965
SCUNet,Bacterial,34.63807047960281,0.9261822700500488,0.2276313453912735
A (L2),Bacterial,35.14613402541719,0.9354197382926941,0.25841885805130005
D (NLL+SSIM+FFL),Bacterial,33.879854597980675,0.9222686886787415,0.32808423042297363
H (PP-VAE),Bacterial,33.362376461615085,0.9145362377166748,0.3487037420272827
DnCNN,Bacterial,33.310668576032086,0.9038411378860474,0.3571643829345703
SCUNet,Bacterial,35.231904455667205,0.9358235001564026,0.2546156346797943
A (L2),Bacterial,35.43218832893046,0.9282687306404114,0.2630360722541809
D (NLL+SSIM+FFL),Bacterial,34.50308936429659,0.9152913093566895,0.3028474450111389
H (PP-VAE),Bacterial,34.00801909367276,0.9072750210762024,0.3352428078651428
DnCNN,Bacterial,33.9214163337488,0.8990790843963623,0.31359297037124634
SCUNet,Bacterial,35.63121631172598,0.9308448433876038,0.25581204891204834
A (L2),Bacterial,34.3041177831745,0.9176607131958008,0.27441641688346863
D (NLL+SSIM+FFL),Bacterial,33.06539044649184,0.8998780846595764,0.3368528485298157
H (PP-VAE),Bacterial,32.453516966340835,0.889349639415741,0.36213260889053345
DnCNN,Bacterial,32.714144672277065,0.8868400454521179,0.33775582909584045
SCUNet,Bacterial,34.518461509999575,0.9216889142990112,0.2592320442199707
A (L2),Bacterial,33.30931322792827,0.9121314883232117,0.2452450692653656
D (NLL+SSIM+FFL),Bacterial,32.186942379582085,0.8909392952919006,0.3100006580352783
H (PP-VAE),Bacterial,31.587558756366914,0.8818230032920837,0.32848626375198364
DnCNN,Bacterial,31.82922946832035,0.8773449659347534,0.32494327425956726
SCUNet,Bacterial,33.421421939121856,0.9143489003181458,0.2368161976337433
A (L2),Bacterial,35.11266269704077,0.9310579299926758,0.2514038383960724
D (NLL+SSIM+FFL),Bacterial,33.92319364551477,0.9133210182189941,0.31486648321151733
H (PP-VAE),Bacterial,33.26450234937922,0.9039228558540344,0.3375089764595032
DnCNN,Bacterial,33.316836903962496,0.8983985185623169,0.32445868849754333
SCUNet,Bacterial,35.29300045550498,0.9336027503013611,0.2471073567867279
A (L2),Bacterial,34.41525545363048,0.90757155418396,0.25416213274002075
D (NLL+SSIM+FFL),Bacterial,33.46858084750871,0.8908758759498596,0.3198208808898926
H (PP-VAE),Bacterial,32.80470935856707,0.8770551681518555,0.3532489240169525
DnCNN,Bacterial,32.889050337744614,0.8743556141853333,0.32555246353149414
SCUNet,Bacterial,34.453898268162945,0.9075280427932739,0.25236907601356506
A (L2),Bacterial,35.92667531322316,0.9329537749290466,0.23917125165462494
D (NLL+SSIM+FFL),Bacterial,34.76774591515464,0.917938232421875,0.3001817464828491
H (PP-VAE),Bacterial,34.1523744956165,0.9091141223907471,0.3342650830745697
DnCNN,Bacterial,34.073654734901346,0.9013155698776245,0.3418475091457367
SCUNet,Bacterial,36.15208546302807,0.935219943523407,0.23357754945755005
A (L2),Bacterial,36.211712151824344,0.9361068606376648,0.27644479274749756
D (NLL+SSIM+FFL),Bacterial,35.035927491488266,0.9212066531181335,0.3299955129623413
H (PP-VAE),Bacterial,34.487916374399916,0.9127477407455444,0.3569011688232422
DnCNN,Bacterial,34.270208778994316,0.9045003056526184,0.31840336322784424
SCUNet,Bacterial,36.421343354372496,0.9372625350952148,0.26752370595932007
A (L2),Bacterial,32.98781753379795,0.8920605778694153,0.22622480988502502
D (NLL+SSIM+FFL),Bacterial,32.066247119066944,0.8740522265434265,0.2572973668575287
H (PP-VAE),Bacterial,31.55890073473318,0.8611449599266052,0.2788906693458557
DnCNN,Bacterial,31.540193986060864,0.8563902378082275,0.26639866828918457
SCUNet,Bacterial,32.961716288385155,0.8908513784408569,0.2224414050579071
A (L2),Bacterial,35.693554343784434,0.9297393560409546,0.2278880923986435
D (NLL+SSIM+FFL),Bacterial,34.21181232360891,0.9091812372207642,0.28922683000564575
H (PP-VAE),Bacterial,33.412691560158756,0.8933220505714417,0.3396754860877991
DnCNN,Bacterial,33.44264047462395,0.8903852701187134,0.3043627142906189
SCUNet,Bacterial,35.68407909845368,0.9295628666877747,0.22502559423446655
A (L2),Bacterial,34.51743953621681,0.9256359934806824,0.21929481625556946
D (NLL+SSIM+FFL),Bacterial,33.58043295040845,0.9102030396461487,0.2787092924118042
H (PP-VAE),Bacterial,32.93623319445745,0.8984295725822449,0.3200874626636505
DnCNN,Bacterial,32.9700541364626,0.8947079181671143,0.3048219084739685
SCUNet,Bacterial,34.530573939591086,0.9266959428787231,0.21479561924934387
A (L2),Bacterial,36.310732098464705,0.928166925907135,0.2756214141845703
D (NLL+SSIM+FFL),Bacterial,34.76015739137891,0.9031987190246582,0.341869056224823
H (PP-VAE),Bacterial,34.1338149063788,0.8909235596656799,0.38004931807518005
DnCNN,Bacterial,33.90944227553828,0.8833189606666565,0.3543073534965515
SCUNet,Bacterial,36.39150369591439,0.9294353723526001,0.27124977111816406
A (L2),Bacterial,35.14507631869357,0.9128211736679077,0.24518561363220215
D (NLL+SSIM+FFL),Bacterial,34.08565596939905,0.8953266143798828,0.2811262607574463
H (PP-VAE),Bacterial,33.49631885803692,0.8839319348335266,0.30784428119659424
DnCNN,Bacterial,33.481030510632664,0.8802242875099182,0.27886974811553955
SCUNet,Bacterial,35.19768363550415,0.9143924117088318,0.24015384912490845
A (L2),Bacterial,34.92840248615184,0.9218901991844177,0.22391340136528015
D (NLL+SSIM+FFL),Bacterial,33.81158263672706,0.9023743271827698,0.28214865922927856
H (PP-VAE),Bacterial,33.14495302474802,0.8884261846542358,0.31964874267578125
DnCNN,Bacterial,33.139334559337044,0.8833743929862976,0.3030218482017517
SCUNet,Bacterial,35.018327826714895,0.9221673607826233,0.219593346118927
A (L2),Bacterial,35.410792376201876,0.9163732528686523,0.2620321214199066
D (NLL+SSIM+FFL),Bacterial,34.13176863544657,0.8934080600738525,0.29567819833755493
H (PP-VAE),Bacterial,33.58727229678677,0.8816738724708557,0.3382134437561035
DnCNN,Bacterial,33.482062620754746,0.8747228980064392,0.2986108958721161
SCUNet,Bacterial,35.4636296871812,0.9172064661979675,0.2579112648963928
A (L2),Bacterial,35.14608069992046,0.9172477126121521,0.3223508596420288
D (NLL+SSIM+FFL),Bacterial,33.998096163678376,0.8990901708602905,0.3572235405445099
H (PP-VAE),Bacterial,33.402506484188024,0.8909488916397095,0.37999457120895386
DnCNN,Bacterial,33.26277657398054,0.8826879262924194,0.33437973260879517
SCUNet,Bacterial,35.304669844011876,0.919313907623291,0.31992805004119873
A (L2),Bacterial,33.83965486654681,0.9095028042793274,0.20553043484687805
D (NLL+SSIM+FFL),Bacterial,32.9046162962754,0.8930796384811401,0.2236167937517166
H (PP-VAE),Bacterial,32.39932389751755,0.8813969492912292,0.24280945956707
DnCNN,Bacterial,32.3461067940975,0.873709499835968,0.23129519820213318
SCUNet,Bacterial,34.089985945546026,0.9138336181640625,0.19902515411376953
A (L2),Bacterial,34.83191990123192,0.9266916513442993,0.2454753965139389
D (NLL+SSIM+FFL),Bacterial,33.30980965227366,0.9077224731445312,0.29591187834739685
H (PP-VAE),Bacterial,32.608325511008836,0.8970857262611389,0.32474207878112793
DnCNN,Bacterial,32.86003304522628,0.8897331357002258,0.3103214204311371
SCUNet,Bacterial,35.018219452593115,0.9274434447288513,0.23995360732078552
A (L2),Bacterial,35.456423909997426,0.9293103218078613,0.24436691403388977
D (NLL+SSIM+FFL),Bacterial,34.52468152446708,0.9159803986549377,0.2892671227455139
H (PP-VAE),Bacterial,33.947492343535,0.9071639180183411,0.3163830637931824
DnCNN,Bacterial,33.70849814691599,0.8964149355888367,0.3066343069076538
SCUNet,Bacterial,35.52087980714611,0.9303873777389526,0.234565868973732
A (L2),Bacterial,35.18950952125582,0.925753653049469,0.28231140971183777
D (NLL+SSIM+FFL),Bacterial,33.96168118314522,0.906613826751709,0.3260233998298645
H (PP-VAE),Bacterial,33.45650069238407,0.8981828689575195,0.34773173928260803
DnCNN,Bacterial,33.408548221136925,0.8900445103645325,0.3207358121871948
SCUNet,Bacterial,35.33639829050995,0.9277459979057312,0.2694118022918701
A (L2),Bacterial,33.886383852828104,0.92778080701828,0.22002115845680237
D (NLL+SSIM+FFL),Bacterial,32.96801135722688,0.9124662280082703,0.24735520780086517
H (PP-VAE),Bacterial,32.379266503539284,0.9008103609085083,0.27123260498046875
DnCNN,Bacterial,32.42467704341411,0.8956134915351868,0.2592361271381378
SCUNet,Bacterial,34.04894914046061,0.9305827021598816,0.2176113724708557
A (L2),Bacterial,36.04939043235849,0.9376364350318909,0.22495275735855103
D (NLL+SSIM+FFL),Bacterial,34.7324817785677,0.9200523495674133,0.27433282136917114
H (PP-VAE),Bacterial,34.028945337727436,0.9101678133010864,0.3073437809944153
DnCNN,Bacterial,33.9370619196596,0.9007454514503479,0.2982652187347412
SCUNet,Bacterial,36.145523969994166,0.9379581212997437,0.22026771306991577
A (L2),Bacterial,32.370497912955855,0.9060837030410767,0.22424033284187317
D (NLL+SSIM+FFL),Bacterial,31.563360861470926,0.8872531652450562,0.2684110403060913
H (PP-VAE),Bacterial,31.09646083995424,0.8729273080825806,0.2898004651069641
DnCNN,Bacterial,31.02145028096615,0.8652849793434143,0.27575141191482544
SCUNet,Bacterial,32.66216064930421,0.9099652767181396,0.21330046653747559
A (L2),Bacterial,35.39111708727773,0.9334050416946411,0.26784759759902954
D (NLL+SSIM+FFL),Bacterial,34.16680054101197,0.91628098487854,0.3134901821613312
H (PP-VAE),Bacterial,33.54610685273273,0.9057132005691528,0.3480531573295593
DnCNN,Bacterial,33.5493820579645,0.8993569612503052,0.29471662640571594
SCUNet,Bacterial,35.452106885164476,0.9331995248794556,0.2624439299106598
A (L2),Bacterial,33.828327404705014,0.9113809466362,0.20538096129894257
D (NLL+SSIM+FFL),Bacterial,32.8002945679585,0.8950631618499756,0.22031493484973907
H (PP-VAE),Bacterial,32.26997207946763,0.8866074085235596,0.22931966185569763
DnCNN,Bacterial,32.1962614303689,0.8788524866104126,0.21956446766853333
SCUNet,Bacterial,33.85361795961467,0.9123479127883911,0.20470799505710602
A (L2),Bacterial,34.283793635352524,0.9085260629653931,0.24606645107269287
D (NLL+SSIM+FFL),Bacterial,33.43125934728124,0.8905781507492065,0.2935427129268646
H (PP-VAE),Bacterial,32.901134565613866,0.8784995675086975,0.31869053840637207
DnCNN,Bacterial,32.99471930226026,0.8751963973045349,0.30819401144981384
SCUNet,Bacterial,34.50959726930945,0.9118983745574951,0.23596328496932983
A (L2),Bacterial,33.429929605591305,0.9054075479507446,0.20697247982025146
D (NLL+SSIM+FFL),Bacterial,32.34354068573641,0.8846452236175537,0.23337256908416748
H (PP-VAE),Bacterial,31.786312803088414,0.8693455457687378,0.25899386405944824
DnCNN,Bacterial,31.80114456164166,0.8651522397994995,0.26176369190216064
SCUNet,Bacterial,33.5578699398964,0.906748354434967,0.20317551493644714
A (L2),Bacterial,32.573620821766454,0.8941777944564819,0.19278079271316528
D (NLL+SSIM+FFL),Bacterial,31.222364784307345,0.8652284145355225,0.22902163863182068
H (PP-VAE),Bacterial,30.41529932405372,0.8455824851989746,0.27183687686920166
DnCNN,Bacterial,30.577623718552204,0.8426890969276428,0.2635107636451721
SCUNet,Bacterial,32.57241803885715,0.8952569961547852,0.1907898187637329
A (L2),Bacterial,35.012361642214515,0.927761971950531,0.2240201234817505
D (NLL+SSIM+FFL),Bacterial,33.76866772425312,0.9077516198158264,0.2742265462875366
H (PP-VAE),Bacterial,33.024983485703416,0.8944393992424011,0.31066325306892395
DnCNN,Bacterial,33.02402378468996,0.8891953229904175,0.3077918291091919
SCUNet,Bacterial,35.20476226121148,0.9313530921936035,0.2130003273487091
A (L2),Bacterial,34.018914903444994,0.9012190103530884,0.3152802288532257
D (NLL+SSIM+FFL),Bacterial,32.81048813760608,0.8764311671257019,0.36588335037231445
H (PP-VAE),Bacterial,32.2093563346331,0.8622196912765503,0.3948134779930115
DnCNN,Bacterial,32.36127760019724,0.8613077402114868,0.3467687964439392
SCUNet,Bacterial,34.118035052447865,0.9024020433425903,0.30882498621940613
A (L2),Bacterial,34.989467212206094,0.9224170446395874,0.2450149804353714
D (NLL+SSIM+FFL),Bacterial,33.900105417829145,0.9055321216583252,0.2952813506126404
H (PP-VAE),Bacterial,33.15493726223033,0.8929497599601746,0.3346731662750244
DnCNN,Bacterial,33.21872199599402,0.8866680860519409,0.3167304992675781
SCUNet,Bacterial,34.99867611666674,0.921872615814209,0.23255687952041626
A (L2),Bacterial,33.94059597070927,0.9124007225036621,0.2276584804058075
D (NLL+SSIM+FFL),Bacterial,32.82134653748609,0.8920669555664062,0.2873227894306183
H (PP-VAE),Bacterial,32.069094078715075,0.8761825561523438,0.33748018741607666
DnCNN,Bacterial,32.229180933931055,0.8745036125183105,0.3145837187767029
SCUNet,Bacterial,34.11682258551067,0.9155116081237793,0.22179722785949707
A (L2),Bacterial,34.66213984777501,0.9275290369987488,0.24782386422157288
D (NLL+SSIM+FFL),Bacterial,33.30870178046057,0.9108239412307739,0.3017439842224121
H (PP-VAE),Bacterial,32.78330773099232,0.8989299535751343,0.34219902753829956
DnCNN,Bacterial,32.76204543119868,0.8914233446121216,0.3276403546333313
SCUNet,Bacterial,34.83000345874623,0.9285252094268799,0.2413022816181183
A (L2),Bacterial,33.05247503903751,0.9112691879272461,0.2533709704875946
D (NLL+SSIM+FFL),Bacterial,32.14576898750228,0.8952829241752625,0.29674091935157776
H (PP-VAE),Bacterial,31.582426622576243,0.8824244141578674,0.3128119111061096
DnCNN,Bacterial,31.66050518018116,0.8768206238746643,0.32497572898864746
SCUNet,Bacterial,33.25616174029325,0.914283812046051,0.24495187401771545
A (L2),Bacterial,34.433322906352295,0.9318264722824097,0.24717499315738678
D (NLL+SSIM+FFL),Bacterial,33.43264828290482,0.9180248975753784,0.3066624701023102
H (PP-VAE),Bacterial,32.88500336078886,0.9072172045707703,0.3391238749027252
DnCNN,Bacterial,32.72907665042383,0.8970504999160767,0.3317027986049652
SCUNet,Bacterial,34.62145285958509,0.9332634210586548,0.2414158135652542
A (L2),Bacterial,33.39760943716739,0.8994140625,0.19841372966766357
D (NLL+SSIM+FFL),Bacterial,32.74011368084804,0.8861370086669922,0.2261323630809784
H (PP-VAE),Bacterial,32.15199371065927,0.8699579238891602,0.2525705099105835
DnCNN,Bacterial,32.152633563637536,0.8667421936988831,0.2546762228012085
SCUNet,Bacterial,33.55724255016702,0.9037288427352905,0.19312070310115814
A (L2),Bacterial,34.28201256888663,0.9149904251098633,0.25394877791404724
D (NLL+SSIM+FFL),Bacterial,33.481240688436834,0.9001568555831909,0.28526580333709717
H (PP-VAE),Bacterial,32.88216412858198,0.8897088766098022,0.3092251121997833
DnCNN,Bacterial,32.749941575773356,0.8811401724815369,0.29717472195625305
SCUNet,Bacterial,34.34167902821697,0.9158152937889099,0.24906906485557556
A (L2),Bacterial,35.15126749850513,0.9322896003723145,0.2444535344839096
D (NLL+SSIM+FFL),Bacterial,33.9308797889789,0.9166086316108704,0.2886130213737488
H (PP-VAE),Bacterial,33.2790407923919,0.9079898595809937,0.3144139051437378
DnCNN,Bacterial,33.26579873978445,0.8986281156539917,0.31148090958595276
SCUNet,Bacterial,35.25789845136674,0.9338119029998779,0.23373205959796906
A (L2),Bacterial,32.414781696630556,0.8937150835990906,0.20287033915519714
D (NLL+SSIM+FFL),Bacterial,31.468598694724857,0.8730434775352478,0.23492953181266785
H (PP-VAE),Bacterial,30.90410529240254,0.8589725494384766,0.2620173692703247
DnCNN,Bacterial,30.97246020575005,0.8541269898414612,0.24405232071876526
SCUNet,Bacterial,32.577389045895046,0.8978343605995178,0.19819018244743347
A (L2),Bacterial,34.10967405650692,0.9167419075965881,0.23718057572841644
D (NLL+SSIM+FFL),Bacterial,33.02460049290383,0.8995459079742432,0.29088279604911804
H (PP-VAE),Bacterial,32.46491484660475,0.8887302279472351,0.31235718727111816
DnCNN,Bacterial,32.399688038522086,0.8820124268531799,0.3323439955711365
SCUNet,Bacterial,34.20603068157351,0.9188525080680847,0.22889018058776855
A (L2),Bacterial,32.77585743241032,0.8949041962623596,0.22624471783638
